Select all keywords,Keyword,Intent,Related %,Volume,Trend,Pot. Traffic,PKD %,KD %,CPC (USD),Com.,SERP Features,Results,Updated
catch calculator pokemon,catch calculator pokemon​,IT,0,720,,n/a,n/a,10,0.00,0.00,,6.5M,1 month
catch rate pokemon calculator,catch rate pokemon calculator​,I,0,720,,n/a,n/a,0,0.00,0.00,,1.9M,1 month
chinese exclusive pokemon cards,chinese exclusive pokemon cards​,I,0,720,,n/a,n/a,2,0.92,1.00,,n/a,1 month
dimensions of pokemon cards,dimensions of pokemon cards​,I,0,720,,n/a,n/a,1,0.00,0.00,,14.7M,1 month
dragonite pokemon cards,dragonite pokemon cards​,IC,0,720,,n/a,n/a,9,0.21,0.94,+2,n/a,1 month
exclusive pokemon in pokemon moon,exclusive pokemon in pokemon moon​,I,0,720,,n/a,n/a,10,0.00,0.00,+3,122M,2 weeks
extrasensory pokemon,extrasensory pokemon​,I,0,720,,n/a,n/a,10,0.00,0.00,,99,1 month
german pokemon cards,german pokemon cards​,C,0,720,,n/a,n/a,8,0.25,0.92,,24.9M,1 month
gold star pokemon,gold star pokemon​,C,0,720,,n/a,n/a,9,0.35,0.89,+2,n/a,1 month
how big are pokemon cards,how big are pokemon cards​,I,0,720,,n/a,n/a,2,0.00,0.01,,113,1 month
how can you tell if pokemon cards are first edition,how can you tell if pokemon cards are first edition​,I,0,720,,n/a,n/a,9,0.30,0.10,+3,63.2M,3 weeks
how do you earn pokecoins on pokemon go,how do you earn pokecoins on pokemon go​,I,0,720,,n/a,n/a,10,0.01,0.04,,258K,1 month
how to know if a pokemon card is first edition,how to know if a pokemon card is first edition​,I,0,720,,n/a,n/a,7,0.30,0.10,+2,159M,1 month
korean pokemon packs,korean pokemon packs​,C,0,720,,n/a,n/a,5,0.43,1.00,+2,n/a,1 month
lana pokemon porn,lana pokemon porn​,I,0,720,,n/a,n/a,7,0.00,0.00,0,n/a,1 month
mantyke pokemon tcg pocket,mantyke pokemon tcg pocket​,I,0,720,,n/a,n/a,10,0.32,0.81,+3,237K,4 weeks
mega sharpedo pokemon go,mega sharpedo pokemon go​,I,0,720,,n/a,n/a,10,0.00,0.12,,912K,3 weeks
motor drive pokemon,motor drive pokemon​,I,0,720,,n/a,n/a,10,0.00,0.00,,12.3M,3 weeks
nanoblocks pokemon,nanoblocks pokemon​,C,0,720,,n/a,n/a,9,0.19,1.00,,633K,1 month
nds pokemon platinum download,nds pokemon platinum download​,I,0,720,,n/a,n/a,8,0.00,0.00,,74,2 weeks
old pokemon merch,old pokemon merch​,C,0,720,,n/a,n/a,7,0.00,0.31,,44.8M,4 weeks
pokemon ambrosia download,pokemon ambrosia download​,I,0,720,,n/a,n/a,7,0.00,0.00,,n/a,1 month
pokemon brilliant stars card list,pokemon brilliant stars card list​,IC,0,720,,n/a,n/a,7,0.02,0.12,,2.2M,2 weeks
pokemon calculator catch rate,pokemon calculator catch rate​,I,0,720,,n/a,n/a,0,0.00,0.00,,2M,1 month
pokemon chinese,pokemon chinese​,C,0,720,,n/a,n/a,6,0.68,0.78,+2,200M,1 month
pokemon elite redux cheats,pokemon elite redux cheats​,I,0,720,,n/a,n/a,5,0.00,0.00,,71,2 weeks
pokemon emerald rom for randomizer,pokemon emerald rom for randomizer​,I,0,720,,n/a,n/a,7,0.00,0.00,+2,n/a,1 month
pokemon fire red 1.0 rom,pokemon fire red 1.0 rom​,I,0,720,,n/a,n/a,10,0.00,0.00,,1.7M,1 month
pokemon fire red omega download rom,pokemon fire red omega download rom​,I,0,720,,n/a,n/a,8,0.00,0.00,,282K,1 month
pokemon fire red omega gba rom download,pokemon fire red omega gba rom download​,I,0,720,,n/a,n/a,4,0.00,0.00,,n/a,1 month
pokemon fire red randomizer rom,pokemon fire red randomizer rom​,I,0,720,,n/a,n/a,7,0.00,0.00,,946K,1 month
pokemon firered rom download,pokemon firered rom download​,I,0,720,,n/a,n/a,8,0.00,0.00,,90,3 weeks
pokemon game randomizer online,pokemon game randomizer online​,I,0,720,,n/a,n/a,8,0.00,0.00,,n/a,1 month
pokemon gen 1 quiz,pokemon gen 1 quiz​,I,0,720,,n/a,n/a,10,0.00,0.00,,8.1M,1 month
pokemon jupiter version,pokemon jupiter version​,I,0,720,,n/a,n/a,7,0.00,0.00,+2,170,4 weeks
pokemon let's go pikachu rom,pokemon let's go pikachu rom​,I,0,720,,n/a,n/a,9,0.00,0.00,,5.1M,3 weeks
pokemon mystery dungeon gba rom,pokemon mystery dungeon gba rom​,C,0,720,,n/a,n/a,6,0.00,0.00,,122,2 weeks
pokemon mystery dungeon red rom,pokemon mystery dungeon red rom​,I,0,720,,n/a,n/a,6,0.00,0.00,,112,1 month
pokemon negro rom,pokemon negro rom​,I,0,720,,n/a,n/a,10,0.00,0.00,,13M,1 month
pokemon omega fire red rom download,pokemon omega fire red rom download​,I,0,720,,n/a,n/a,7,0.00,0.00,,116,1 month
pokemon omega ruby emulator,pokemon omega ruby emulator​,I,0,720,,n/a,n/a,8,0.00,0.00,,1.1M,3 weeks
pokemon platinum legendary pokemon,pokemon platinum legendary pokemon​,I,0,720,,n/a,n/a,8,0.00,0.00,+2,161,1 month
pokemon randomiser online,pokemon randomiser online​,I,0,720,,n/a,n/a,8,0.00,0.00,,25.2K,1 month
pokemon rings,pokemon rings​,C,0,720,,n/a,n/a,9,0.56,1.00,,n/a,1 month
pokemon rule 34 comics,pokemon rule 34 comics​,I,0,720,,n/a,n/a,4,0.00,0.00,0,21.7M,1 month
pokemon tcg game mat,pokemon tcg game mat​,C,0,720,,n/a,n/a,9,0.30,1.00,,n/a,1 month
pokemon tentacles,pokemon tentacles​,I,0,720,,n/a,n/a,10,0.00,0.00,+2,11.4M,2 weeks
pokemon word search puzzles,pokemon word search puzzles​,I,0,720,,n/a,n/a,10,0.32,0.12,,4.1M,1 month
pokemon xd gamecube rom,pokemon xd gamecube rom​,I,0,720,,n/a,n/a,9,0.00,0.01,+2,369K,3 weeks
rom for pokemon fire red,rom for pokemon fire red​,I,0,720,,n/a,n/a,8,0.00,0.00,,n/a,1 month
sapphire cheats pokemon,sapphire cheats pokemon​,I,0,720,,n/a,n/a,7,0.00,0.00,,183,1 month
value of dragonite pokemon card,value of dragonite pokemon card​,IT,0,720,,n/a,n/a,10,0.28,0.21,+2,n/a,1 month
visual boy advance doesnt detetect my pokemon savefile,visual boy advance doesnt detetect my pokemon savefile​,I,0,720,,n/a,n/a,8,0.00,0.00,+2,546K,1 month
wailord pokemon card,wailord pokemon card​,IT,0,720,,n/a,n/a,9,0.32,0.77,+2,1.2M,3 weeks
what is a reverse holo pokemon card,what is a reverse holo pokemon card​,I,0,720,,n/a,n/a,8,0.00,0.07,+2,4.9M,1 month
what is shadowless pokemon card,what is shadowless pokemon card​,I,0,720,,n/a,n/a,9,0.11,0.14,+3,1.2M,1 month
where to buy japanese pokemon cards,where to buy japanese pokemon cards​,C,0,720,,n/a,n/a,5,0.79,1.00,,72.3M,3 weeks
xerneas pokemon card,xerneas pokemon card​,T,0,720,,n/a,n/a,1,0.41,0.65,+2,n/a,1 month
2003 pokemon ex ruby,2003 pokemon ex ruby​,C,0,590,,n/a,n/a,8,0.00,0.00,,n/a,1 month
2005 pokémon ex unseen forces,2005 pokémon ex unseen forces​,C,0,590,,n/a,n/a,8,0.00,0.00,,306K,1 month
2017 pokemon japanese sun,2017 pokemon japanese sun​,C,0,590,,n/a,n/a,8,0.00,0.00,,n/a,1 month
2019 pokemon sm black star promo sm210 full art/moltres,2019 pokemon sm black star promo sm210 full art/moltres​,C,0,590,,n/a,n/a,9,0.00,0.00,,14.1K,3 weeks
2019 pokemon sm promo hidden fates moltres,2019 pokemon sm promo hidden fates moltres​,I,0,590,,n/a,n/a,10,0.00,0.00,,110K,1 month
2022 pokemon go japanese,2022 pokemon go japanese​,I,0,590,,n/a,n/a,10,0.00,0.00,,50.6M,Last week
ai sprite generator whisk fx gba pokemon sprite,ai sprite generator whisk fx gba pokemon sprite​,I,0,590,,n/a,n/a,5,0.00,0.00,,1.5K,Last week
back of the pokemon card,back of the pokemon card​,I,0,590,,n/a,n/a,10,0.00,0.13,+2,n/a,1 month
best pokemon card art,best pokemon card art​,I,0,590,,n/a,n/a,3,0.00,0.81,,165M,3 weeks
bulk pokemon cards sell,bulk pokemon cards sell​,C,0,590,,n/a,n/a,3,0.93,0.38,,12.7M,1 month
cheat code pokemon white,cheat code pokemon white​,I,0,590,,n/a,n/a,8,0.00,0.00,,28.7M,1 month
create a pokemon team,create a pokemon team​,I,0,590,,n/a,n/a,9,0.00,0.00,,141M,Last week
crystal cheats pokemon,crystal cheats pokemon​,I,0,590,,n/a,n/a,9,0.00,0.00,,6.9M,2 weeks
cupcake pokemon,cupcake pokemon​,C,0,590,,n/a,n/a,6,1.14,0.92,+3,106M,1 month
cute full art pokemon cards,cute full art pokemon cards​,I,0,590,,n/a,n/a,4,0.53,0.97,,223,1 month
download pokemon platinum version,download pokemon platinum version​,I,0,590,,n/a,n/a,8,0.00,0.00,,n/a,1 month
download pokémon violet nsp full game update,download pokémon violet nsp full game update​,I,0,590,,n/a,n/a,1,0.00,0.00,,54.6K,2 weeks
download rom pokemon white,download rom pokemon white​,I,0,590,,n/a,n/a,8,0.00,0.00,,90,1 month
download rom pokemon x,download rom pokemon x​,I,0,590,,n/a,n/a,6,0.00,0.00,,46.4M,1 month
dragonite pokemon card price,dragonite pokemon card price​,T,0,590,,n/a,n/a,3,0.28,0.21,,n/a,1 month
fav pokemon of each type,fav pokemon of each type​,I,0,590,,n/a,n/a,4,0.00,0.00,0,194,1 month
games similar to pokemon go,games similar to pokemon go​,I,0,590,,n/a,n/a,10,2.95,0.17,0,167M,1 month
gba download pokemon fire red,gba download pokemon fire red​,I,0,590,,n/a,n/a,7,0.00,0.00,0,10.7M,1 month
hardest pokemon gen 6 rom hacks,hardest pokemon gen 6 rom hacks​,I,0,590,,n/a,n/a,9,0.00,0.00,0,1.3M,Last week
how long is a pokemon card,how long is a pokemon card​,I,0,590,,n/a,n/a,0,0.00,0.01,0,105M,3 weeks
how many booster packs in a booster box pokemon,how many booster packs in a booster box pokemon​,I,0,590,,n/a,n/a,9,0.36,0.40,0,189,1 month
how to sell aqua dress in pokemon revolution online,how to sell aqua dress in pokemon revolution online​,I,0,590,,n/a,n/a,3,0.00,0.00,0,38K,2 weeks
iris pokemon tts,iris pokemon tts​,IT,0,590,,n/a,n/a,9,0.00,0.00,0,110K,2 weeks
iris pokemon tts 101soundboards,iris pokemon tts 101soundboards​,NT,0,590,,n/a,n/a,8,0.00,0.00,0,287,2 weeks
japanese pokemon box,japanese pokemon box​,C,0,590,,n/a,n/a,7,0.67,1.00,0,228M,1 month
korean pokemon cards where to buy,korean pokemon cards where to buy​,C,0,590,,n/a,n/a,2,0.00,0.00,0,31.1M,2 weeks
mew card pokemon,mew card pokemon​,IT,0,590,,n/a,n/a,7,0.30,0.95,0,228,1 month
mp pokemon card example,mp pokemon card example​,I,0,590,,n/a,n/a,8,0.00,0.00,0,1.3M,Last week
nest for pokemon go,nest for pokemon go​,I,0,590,,n/a,n/a,9,0.00,0.00,0,n/a,1 month
online randomizer pokemon,online randomizer pokemon​,I,0,590,,n/a,n/a,4,0.00,0.00,0,2.1M,3 weeks
pokemon 1 gen quiz,pokemon 1 gen quiz​,IC,0,590,,n/a,n/a,10,0.00,0.00,0,18.2M,1 month
pokemon battle styles card list,pokemon battle styles card list​,I,0,590,,n/a,n/a,8,0.00,0.01,0,6.1M,1 month
pokemon black action replay codes,pokemon black action replay codes​,I,0,590,,n/a,n/a,7,0.00,0.01,0,8.5M,1 month
pokemon bots,pokemon bots​,I,0,590,,n/a,n/a,7,1.20,0.02,0,16.9M,3 weeks
pokemon card protectors,pokemon card protectors​,C,0,590,,n/a,n/a,5,0.31,0.99,0,n/a,1 month
pokemon cards singles,pokemon cards singles​,C,0,590,,n/a,n/a,9,0.50,0.91,0,9.7M,1 month
pokemon center original 650 plush pokémon fit halimaron chespin,pokemon center original 650 plush pokémon fit halimaron chespin​,C,0,590,,n/a,n/a,8,0.00,0.00,0,214,2 weeks
pokemon cock edition,pokemon cock edition​,I,0,590,,n/a,n/a,8,0.00,0.01,0,28.2M,4 weeks
pokemon colouring pages eevee,pokemon colouring pages eevee​,I,0,590,,n/a,n/a,9,0.00,0.00,0,n/a,1 month
pokemon dark violet cheats,pokemon dark violet cheats​,I,0,590,,n/a,n/a,6,0.00,0.00,0,934K,Last week
pokemon dawn r34,pokemon dawn r34​,IT,0,590,,n/a,n/a,6,0.00,0.00,0,1.3M,1 month
pokemon eevee colouring pages,pokemon eevee colouring pages​,I,0,590,,n/a,n/a,10,0.00,0.00,0,n/a,1 month
pokemon electronmagazine,pokemon electronmagazine​,I,0,590,,n/a,n/a,0,0.00,0.00,0,5,1 month
pokemon fire red gba rom download,pokemon fire red gba rom download​,I,0,590,,n/a,n/a,7,0.00,0.00,0,6.6M,3 weeks
pokemon fire red omega rom download,pokemon fire red omega rom download​,I,0,590,,n/a,n/a,5,0.00,0.00,0,1M,Last week
pokemon firered rom downloadd,pokemon firered rom downloadd​,I,0,590,,n/a,n/a,8,0.00,0.00,0,27M,Last week
pokemon fruit snacks,pokemon fruit snacks​,IC,0,590,,n/a,n/a,9,0.23,0.88,0,216,1 month
pokemon glazed pokemon cheats,pokemon glazed pokemon cheats​,IC,0,590,,n/a,n/a,6,0.00,0.00,0,221K,1 month
pokemon go gamepress,pokemon go gamepress​,I,0,590,,n/a,n/a,9,0.00,0.00,0,140,1 month
pokemon go great league best team,pokemon go great league best team​,C,0,590,,n/a,n/a,10,0.00,0.00,0,25.8M,1 month
pokemon gold gbc rom,pokemon gold gbc rom​,I,0,590,,n/a,n/a,8,0.00,0.00,0,104,1 month
pokemon gym leader rom hack,pokemon gym leader rom hack​,I,0,590,,n/a,n/a,7,0.00,0.00,0,653K,1 month
pokemon heart soul rom rare candy,pokemon heart soul rom rare candy​,I,0,590,,n/a,n/a,8,0.00,0.00,0,177K,Last week
pokemon hentai captions,pokemon hentai captions​,I,0,590,,n/a,n/a,3,0.00,0.00,0,n/a,1 month
pokemon hypno porn,pokemon hypno porn​,I,0,590,,n/a,n/a,8,0.00,0.00,0,1.7M,1 month
pokemon jungle card list,pokemon jungle card list​,C,0,590,,n/a,n/a,7,1.21,0.13,0,16.5M,1 month
pokemon leafgreen rom,pokemon leafgreen rom​,I,0,590,,n/a,n/a,8,0.00,0.00,0,118,1 month
pokemon legends z-a xci,pokemon legends z-a xci​,I,0,590,,n/a,n/a,10,0.00,0.00,0,n/a,1 month
pokemon legends za rom dowload,pokemon legends za rom dowload​,I,0,590,,n/a,n/a,5,0.00,0.00,0,6.2M,Last week
pokemon mega dream card list,pokemon mega dream card list​,IT,0,590,,n/a,n/a,10,0.15,0.32,0,37.1M,1 month
pokemon oc creator,pokemon oc creator​,I,0,590,,n/a,n/a,10,0.00,0.00,0,6.7M,2 weeks
pokemon oc generator,pokemon oc generator​,I,0,590,,n/a,n/a,6,0.00,0.00,0,950K,1 month
pokemon odyssey cheats,pokemon odyssey cheats​,I,0,590,,n/a,n/a,6,0.00,0.00,0,1.2M,1 month
pokemon pinball ruby and sapphire rom,pokemon pinball ruby and sapphire rom​,I,0,590,,n/a,n/a,7,0.00,0.00,0,1.1M,1 month
pokemon plastic model,pokemon plastic model​,C,0,590,,n/a,n/a,8,0.22,1.00,0,20M,3 weeks
pokemon pokeblll darkball png,pokemon pokeblll darkball png​,I,0,590,,n/a,n/a,10,0.00,0.00,0,101K,Last week
pokemon quiz generation 1,pokemon quiz generation 1​,I,0,590,,n/a,n/a,10,0.00,0.00,0,10M,1 month
pokemon red blastoise sprite png,pokemon red blastoise sprite png​,I,0,590,,n/a,n/a,3,0.00,0.00,0,751K,Last week
pokemon ruby emulator,pokemon ruby emulator​,C,0,590,,n/a,n/a,7,0.89,0.01,0,150,1 month
pokemon ruby omega rom,pokemon ruby omega rom​,I,0,590,,n/a,n/a,10,0.00,0.00,0,3.1M,2 weeks
pokemon sapphire gameboy advance rom,pokemon sapphire gameboy advance rom​,I,0,590,,n/a,n/a,7,0.00,0.00,0,105,1 month
pokemon sapphire version rom,pokemon sapphire version rom​,I,0,590,,n/a,n/a,8,0.00,0.00,0,7.7M,1 month
pokemon sex dolls,pokemon sex dolls​,C,0,590,,n/a,n/a,1,1.10,0.01,0,3M,1 month
pokemon silver gb rom,pokemon silver gb rom​,I,0,590,,n/a,n/a,8,0.00,0.00,0,1.2M,1 month
pokemon soul silver rom hack,pokemon soul silver rom hack​,I,0,590,,n/a,n/a,6,0.00,0.00,0,1.1M,1 month
pokemon stadium 2 rom,pokemon stadium 2 rom​,I,0,590,,n/a,n/a,9,0.00,0.00,0,3.4M,1 month
pokemon sun and moon pokemon card list,pokemon sun and moon pokemon card list​,I,0,590,,n/a,n/a,10,0.00,0.04,0,26.3M,1 month
pokemon sword and shield rom,pokemon sword and shield rom​,I,0,590,,n/a,n/a,10,0.00,0.00,0,7.8M,2 weeks
pokemon tcg full art no text,pokemon tcg full art no text​,I,0,590,,n/a,n/a,4,0.00,0.00,0,24.6M,1 month
pokemon tcg japanese sets,pokemon tcg japanese sets​,C,0,590,,n/a,n/a,8,0.79,0.88,0,n/a,1 month
pokemon tcg pocket luck calculator,pokemon tcg pocket luck calculator​,I,0,590,,n/a,n/a,0,0.00,0.00,0,127,2 weeks
pokemon unbound dex,pokemon unbound dex​,I,0,590,,n/a,n/a,5,0.00,0.00,0,111,1 month
pokemon x download 3ds,pokemon x download 3ds​,I,0,590,,n/a,n/a,10,0.00,0.00,0,n/a,1 month
pokemon yellow color rom,pokemon yellow color rom​,I,0,590,,n/a,n/a,8,0.00,0.00,0,10.9M,1 month
pokemon yellow gameboy color rom,pokemon yellow gameboy color rom​,I,0,590,,n/a,n/a,7,0.00,0.00,0,1.2M,1 month
pokemon z-a xci,pokemon z-a xci​,I,0,590,,n/a,n/a,7,0.00,0.00,0,412K,1 month
pokemon za rom download,pokemon za rom download​,I,0,590,,n/a,n/a,10,0.00,0.00,0,9.4M,1 month
pokémon batalha dimensional dublado,pokémon batalha dimensional dublado​,IT,0,590,,n/a,n/a,2,0.00,0.00,0,1.7K,Last week
pokémon legends: z-a switch nsp free download,pokémon legends: z-a switch nsp free download​,I,0,590,,n/a,n/a,8,0.00,0.00,0,442K,Last week
pokémon sealed,pokémon sealed​,C,0,590,,n/a,n/a,7,0.00,0.05,0,61.3M,Last week
revival blessing pokemon,revival blessing pokemon​,I,0,590,,n/a,n/a,9,0.00,0.00,0,168,3 weeks
rom for pokemon diamond,rom for pokemon diamond​,C,0,590,,n/a,n/a,10,0.00,0.00,0,13.2M,3 weeks
rom pokemon stadium,rom pokemon stadium​,I,0,590,,n/a,n/a,8,0.00,0.00,0,3.3M,1 month
roms n64 pokemon stadium,roms n64 pokemon stadium​,I,0,590,,n/a,n/a,7,0.00,0.00,0,77.3K,1 month
roms pokemon black and white 2,roms pokemon black and white 2​,I,0,590,,n/a,n/a,10,0.00,0.00,0,100,3 weeks
shadow dialga pokemon go,shadow dialga pokemon go​,I,0,590,,n/a,n/a,10,0.00,0.00,0,1.9M,1 month
shadow giratina pokemon go,shadow giratina pokemon go​,I,0,590,,n/a,n/a,10,0.00,0.00,0,2.7M,2 weeks
size of pokemon card,size of pokemon card​,I,0,590,,n/a,n/a,3,0.00,0.00,0,208,1 month
souichirou gunjima pokemon cards,souichirou gunjima pokemon cards​,C,0,590,,n/a,n/a,10,0.00,0.01,0,210K,1 month
spirit demon studio - pokémon furry series sylveon,spirit demon studio - pokémon furry series sylveon​,I,0,590,,n/a,n/a,0,0.00,0.00,0,136,3 weeks
taunie pokemon hentai,taunie pokemon hentai​,I,0,590,,n/a,n/a,8,0.00,0.00,0,n/a,1 month
trainer cards pokemon,trainer cards pokemon​,I,0,590,,n/a,n/a,8,0.27,0.77,0,n/a,1 month
what is the size of pokemon cards,what is the size of pokemon cards​,I,0,590,,n/a,n/a,0,0.00,0.01,0,177,1 month
wotc pokemon,wotc pokemon​,I,0,590,,n/a,n/a,10,0.96,0.72,0,165,1 month
aggron pokemon card,aggron pokemon card​,C,0,480,,n/a,n/a,10,0.19,0.89,0,1.1M,3 weeks
all full art pokemon cards,all full art pokemon cards​,C,0,480,,n/a,n/a,10,0.82,0.23,0,178,1 month
best pokemon trainer cards,best pokemon trainer cards​,C,0,480,,n/a,n/a,10,1.26,0.90,0,n/a,1 month
big tongue pokemon,big tongue pokemon​,I,0,480,,n/a,n/a,9,0.00,0.00,0,14M,3 weeks
card cases for pokemon cards,card cases for pokemon cards​,C,0,480,,n/a,n/a,6,0.32,1.00,0,179,1 month
cheats in pokemon gold,cheats in pokemon gold​,I,0,480,,n/a,n/a,10,0.00,0.00,0,16.3M,3 weeks
cheats pokemon gold gameboy,cheats pokemon gold gameboy​,I,0,480,,n/a,n/a,6,0.00,0.00,0,124,1 month
cheats pokemon gold gbc,cheats pokemon gold gbc​,I,0,480,,n/a,n/a,3,0.00,0.00,0,264K,1 month
chinese pokemon sets,chinese pokemon sets​,C,0,480,,n/a,n/a,0,0.91,0.98,0,n/a,1 month
cool looking pokemon,cool looking pokemon​,I,0,480,,n/a,n/a,10,0.00,0.02,0,96.7M,1 month
eevee pokemon coloring pages,eevee pokemon coloring pages​,I,0,480,,n/a,n/a,10,0.00,0.00,0,n/a,1 month
pokemon platinum computer game download,pokemon platinum computer game download​,I,0,880,,n/a,n/a,8,0.00,0.00,,17.1M,1 month
pokemon platinum nintendo ds download,pokemon platinum nintendo ds download​,I,0,880,,n/a,n/a,7,0.00,0.00,,152,1 month
pokemon platinum nintendo ds emulator,pokemon platinum nintendo ds emulator​,I,0,880,,n/a,n/a,8,0.00,0.01,,168,1 month
pokemon quetzal download,pokemon quetzal download​,I,0,880,,n/a,n/a,7,0.00,0.00,,n/a,1 month
pokemon r34 gif,pokemon r34 gif​,I,0,880,,n/a,n/a,5,0.00,0.00,0,14.7M,4 weeks
pokemon reborn download,pokemon reborn download​,I,0,880,,n/a,n/a,7,0.00,0.00,,7.7M,4 weeks
pokemon ruby gba pokedex,pokemon ruby gba pokedex​,I,0,880,,n/a,n/a,10,0.00,0.00,,100,3 weeks
pokemon sapphire game cheats,pokemon sapphire game cheats​,I,0,880,,n/a,n/a,6,0.00,0.00,+2,123,1 month
pokemon sapphire gba rom,pokemon sapphire gba rom​,I,0,880,,n/a,n/a,7,0.00,0.00,,115,1 month
pokemon soulsilver cheat codes dratini,pokemon soulsilver cheat codes dratini​,I,0,880,,n/a,n/a,9,0.00,0.00,,62.1K,1 month
pokemon stadium rom,pokemon stadium rom​,I,0,880,,n/a,n/a,8,0.00,0.00,,7.9M,1 month
pokemon stadium roms,pokemon stadium roms​,I,0,880,,n/a,n/a,8,0.00,0.00,,1.8M,1 month
pokemon tcg pocket tracker,pokemon tcg pocket tracker​,I,0,880,,n/a,n/a,8,0.00,0.01,,200,1 month
pokemon x cheat codes,pokemon x cheat codes​,I,0,880,,n/a,n/a,10,0.00,0.00,,30.6M,1 month
pokemon x game cheats,pokemon x game cheats​,I,0,880,,n/a,n/a,10,0.00,0.00,,42.3M,1 month
pokemon x rom download,pokemon x rom download​,I,0,880,,n/a,n/a,6,0.00,0.00,,49.6M,1 month
top 100 pokemon cards worth money,top 100 pokemon cards worth money​,I,0,880,,n/a,n/a,8,0.36,0.97,+3,21.8M,1 month
what pokemon drop ender pearls in pixelmon,what pokemon drop ender pearls in pixelmon​,I,0,880,,n/a,n/a,6,0.00,0.33,+3,613,4 weeks
2023 pokemon mew en-151 illustration rare,2023 pokemon mew en-151 illustration rare​,IT,0,720,,n/a,n/a,4,0.00,0.00,,134,1 month
2048 pokemon,2048 pokemon​,I,0,720,,n/a,n/a,0,0.00,0.00,,125,1 month
best looking pokemon cards,best looking pokemon cards​,C,0,720,,n/a,n/a,7,0.69,0.99,,255M,1 month
best sleeves for pokemon cards,best sleeves for pokemon cards​,C,0,720,,n/a,n/a,8,0.46,0.86,,13.2M,2 weeks
catch calculator pokemon,catch calculator pokemon​,IT,0,720,,n/a,n/a,10,0.00,0.00,,6.5M,1 month
catch rate pokemon calculator,catch rate pokemon calculator​,I,0,720,,n/a,n/a,0,0.00,0.00,,1.9M,1 month
chinese exclusive pokemon cards,chinese exclusive pokemon cards​,I,0,720,,n/a,n/a,2,0.92,1.00,,n/a,1 month
dimensions of pokemon cards,dimensions of pokemon cards​,I,0,720,,n/a,n/a,1,0.00,0.00,,14.7M,1 month
dragonite pokemon cards,dragonite pokemon cards​,IC,0,720,,n/a,n/a,9,0.21,0.94,+2,n/a,1 month
exclusive pokemon in pokemon moon,exclusive pokemon in pokemon moon​,I,0,720,,n/a,n/a,10,0.00,0.00,+3,122M,2 weeks
extrasensory pokemon,extrasensory pokemon​,I,0,720,,n/a,n/a,10,0.00,0.00,,99,1 month
german pokemon cards,german pokemon cards​,C,0,720,,n/a,n/a,8,0.25,0.92,,24.9M,1 month
gold star pokemon,gold star pokemon​,C,0,720,,n/a,n/a,9,0.35,0.89,+2,n/a,1 month
how big are pokemon cards,how big are pokemon cards​,I,0,720,,n/a,n/a,2,0.00,0.01,,113,1 month
how can you tell if pokemon cards are first edition,how can you tell if pokemon cards are first edition​,I,0,720,,n/a,n/a,9,0.30,0.10,+3,63.2M,3 weeks
how do you earn pokecoins on pokemon go,how do you earn pokecoins on pokemon go​,I,0,720,,n/a,n/a,10,0.01,0.04,,258K,1 month
how to know if a pokemon card is first edition,how to know if a pokemon card is first edition​,I,0,720,,n/a,n/a,7,0.30,0.10,+2,159M,1 month
korean pokemon packs,korean pokemon packs​,C,0,720,,n/a,n/a,5,0.43,1.00,+2,n/a,1 month
lana pokemon porn,lana pokemon porn​,I,0,720,,n/a,n/a,7,0.00,0.00,0,n/a,1 month
mantyke pokemon tcg pocket,mantyke pokemon tcg pocket​,I,0,720,,n/a,n/a,10,0.32,0.81,+3,237K,4 weeks
mega sharpedo pokemon go,mega sharpedo pokemon go​,I,0,720,,n/a,n/a,10,0.00,0.12,,912K,3 weeks
motor drive pokemon,motor drive pokemon​,I,0,720,,n/a,n/a,10,0.00,0.00,,12.3M,3 weeks
nanoblocks pokemon,nanoblocks pokemon​,C,0,720,,n/a,n/a,9,0.19,1.00,,633K,1 month
nds pokemon platinum download,nds pokemon platinum download​,I,0,720,,n/a,n/a,8,0.00,0.00,,74,2 weeks
old pokemon merch,old pokemon merch​,C,0,720,,n/a,n/a,7,0.00,0.31,,44.8M,4 weeks
pokemon ambrosia download,pokemon ambrosia download​,I,0,720,,n/a,n/a,7,0.00,0.00,,n/a,1 month
pokemon brilliant stars card list,pokemon brilliant stars card list​,IC,0,720,,n/a,n/a,7,0.02,0.12,,2.2M,2 weeks
pokemon calculator catch rate,pokemon calculator catch rate​,I,0,720,,n/a,n/a,0,0.00,0.00,,2M,1 month
pokemon chinese,pokemon chinese​,C,0,720,,n/a,n/a,6,0.68,0.78,+2,200M,1 month
pokemon elite redux cheats,pokemon elite redux cheats​,I,0,720,,n/a,n/a,5,0.00,0.00,,71,2 weeks
pokemon emerald rom for randomizer,pokemon emerald rom for randomizer​,I,0,720,,n/a,n/a,7,0.00,0.00,+2,n/a,1 month
pokemon fire red 1.0 rom,pokemon fire red 1.0 rom​,I,0,720,,n/a,n/a,10,0.00,0.00,,1.7M,1 month
pokemon fire red omega download rom,pokemon fire red omega download rom​,I,0,720,,n/a,n/a,8,0.00,0.00,,282K,1 month
pokemon fire red omega gba rom download,pokemon fire red omega gba rom download​,I,0,720,,n/a,n/a,4,0.00,0.00,,n/a,1 month
pokemon fire red randomizer rom,pokemon fire red randomizer rom​,I,0,720,,n/a,n/a,7,0.00,0.00,,946K,1 month
