cluster_title,cluster_size,cluster_type,url,path,unique_inlinks,word_count,keeper_url,keeper_path,recommended_action,confidence,note
SEC Delays Decision on Truth Social Bitcoin ETF,2,exact_title_duplicate_with_suffix,https://theccpress.com/sec-delays-truth-social-bitcoin-etf-2/,/sec-delays-truth-social-bitcoin-etf-2/,3,931,https://theccpress.com/sec-delays-truth-social-bitcoin-etf-3/,/sec-delays-truth-social-bitcoin-etf-3/,review_301,medium,exact duplicate title but keeper still needs human confirmation
SEC Delays Decision on Truth Social Bitcoin ETF,2,exact_title_duplicate_with_suffix,https://theccpress.com/sec-delays-truth-social-bitcoin-etf-3/,/sec-delays-truth-social-bitcoin-etf-3/,3,993,https://theccpress.com/sec-delays-truth-social-bitcoin-etf-3/,/sec-delays-truth-social-bitcoin-etf-3/,keep,high,preferred keeper for this duplicate cluster
SHIB Surges as Experts Spot Best Crypto Presales to Buy Now,2,exact_title_duplicate_with_suffix,https://theccpress.com/shib-surges-as-experts-spot-best-crypto-presales-to-buy-now-2/,/shib-surges-as-experts-spot-best-crypto-presales-to-buy-now-2/,3,2146,https://theccpress.com/shib-surges-as-experts-spot-best-crypto-presales-to-buy-now/,/shib-surges-as-experts-spot-best-crypto-presales-to-buy-now/,301_now,high,exact duplicate title with one clean base URL and suffix duplicate
SHIB Surges as Experts Spot Best Crypto Presales to Buy Now,2,exact_title_duplicate_with_suffix,https://theccpress.com/shib-surges-as-experts-spot-best-crypto-presales-to-buy-now/,/shib-surges-as-experts-spot-best-crypto-presales-to-buy-now/,13,2111,https://theccpress.com/shib-surges-as-experts-spot-best-crypto-presales-to-buy-now/,/shib-surges-as-experts-spot-best-crypto-presales-to-buy-now/,keep,high,preferred keeper for this duplicate cluster
Tim Draper Predicts Bitcoin to Reach $250K by 2025,2,exact_title_duplicate_with_suffix,https://theccpress.com/tim-draper-bitcoin-250k-forecast-2025/,/tim-draper-bitcoin-250k-forecast-2025/,3,822,https://theccpress.com/tim-draper-bitcoin-250k-forecast-2025/,/tim-draper-bitcoin-250k-forecast-2025/,keep,high,preferred keeper for this duplicate cluster
Tim Draper Predicts Bitcoin to Reach $250K by 2025,2,exact_title_duplicate_with_suffix,https://theccpress.com/tim-draper-bitcoin-250k-prediction-2025-2/,/tim-draper-bitcoin-250k-prediction-2025-2/,3,845,https://theccpress.com/tim-draper-bitcoin-250k-forecast-2025/,/tim-draper-bitcoin-250k-forecast-2025/,review_301,medium,exact duplicate title but keeper still needs human confirmation
TON Foundation Appoints Maximilian Crown as CEO,2,exact_title_duplicate,https://theccpress.com/ton-foundation-appoints-maximilian-crown-ceo/,/ton-foundation-appoints-maximilian-crown-ceo/,3,898,https://theccpress.com/ton-foundation-appoints-new-ceo/,/ton-foundation-appoints-new-ceo/,review_301,medium,exact duplicate title but keeper still needs human confirmation
TON Foundation Appoints Maximilian Crown as CEO,2,exact_title_duplicate,https://theccpress.com/ton-foundation-appoints-new-ceo/,/ton-foundation-appoints-new-ceo/,3,883,https://theccpress.com/ton-foundation-appoints-new-ceo/,/ton-foundation-appoints-new-ceo/,keep,high,preferred keeper for this duplicate cluster
VanEck Registers Lido Staked Ethereum Trust in Delaware,2,exact_title_duplicate,https://theccpress.com/vaneck-lido-staked-ethereum-trust-delaware/,/vaneck-lido-staked-ethereum-trust-delaware/,3,965,https://theccpress.com/vaneck-lido-staked-ethereum-trust-delaware/,/vaneck-lido-staked-ethereum-trust-delaware/,keep,high,preferred keeper for this duplicate cluster
VanEck Registers Lido Staked Ethereum Trust in Delaware,2,exact_title_duplicate,https://theccpress.com/vaneck-lido-staked-ethereum-trust-registration/,/vaneck-lido-staked-ethereum-trust-registration/,3,950,https://theccpress.com/vaneck-lido-staked-ethereum-trust-delaware/,/vaneck-lido-staked-ethereum-trust-delaware/,review_301,medium,exact duplicate title but keeper still needs human confirmation
Vietnam Partners with Bybit for Crypto Trading Pilot,2,exact_title_duplicate_with_suffix,https://theccpress.com/vietnam-bybit-crypto-trading-pilot-2/,/vietnam-bybit-crypto-trading-pilot-2/,3,849,https://theccpress.com/vietnam-bybit-crypto-trading-pilot/,/vietnam-bybit-crypto-trading-pilot/,301_now,high,exact duplicate title with one clean base URL and suffix duplicate
Vietnam Partners with Bybit for Crypto Trading Pilot,2,exact_title_duplicate_with_suffix,https://theccpress.com/vietnam-bybit-crypto-trading-pilot/,/vietnam-bybit-crypto-trading-pilot/,3,1255,https://theccpress.com/vietnam-bybit-crypto-trading-pilot/,/vietnam-bybit-crypto-trading-pilot/,keep,high,preferred keeper for this duplicate cluster
Whale Transfers 29 Million XRP to Coinbase,2,exact_title_duplicate_with_suffix,https://theccpress.com/whale-transfers-29-million-xrp-coinbase-2/,/whale-transfers-29-million-xrp-coinbase-2/,3,919,https://theccpress.com/whale-transfers-29-million-xrp-coinbase/,/whale-transfers-29-million-xrp-coinbase/,301_now,high,exact duplicate title with one clean base URL and suffix duplicate
Whale Transfers 29 Million XRP to Coinbase,2,exact_title_duplicate_with_suffix,https://theccpress.com/whale-transfers-29-million-xrp-coinbase/,/whale-transfers-29-million-xrp-coinbase/,3,908,https://theccpress.com/whale-transfers-29-million-xrp-coinbase/,/whale-transfers-29-million-xrp-coinbase/,keep,high,preferred keeper for this duplicate cluster
