source_url,target_url,source_title,target_title,reason,batch,score
https://bitcoininfonews.com/why-smaller-crypto-companies-are-struggling-under-mica-in-europe/,https://bitcoininfonews.com/why-smaller-crypto-companies-are-struggling-under-mica/,,,Close enough to current winner for direct 301.,batch_1_internal_link_cleanup_and_404_mapping,0.894
https://bitcoininfonews.com/xrp-all-time-high-3-technicals-align/,https://bitcoininfonews.com/xrp-all-time-high-in-sight-3-technicals-align/,,,Very close slug variant to current winner.,batch_1_internal_link_cleanup_and_404_mapping,0.940
https://bitcoininfonews.com/xrp-all-time-high-in-sight-as-3-technicals-align/,https://bitcoininfonews.com/xrp-all-time-high-in-sight-3-technicals-align/,,,Very close slug variant to current winner.,batch_1_internal_link_cleanup_and_404_mapping,0.994
https://bitcoininfonews.com/xrp-commodity-status-etf-momentum-5-5,https://bitcoininfonews.com/xrp-commodity-status-etf-momentum-price-target-5-5/,,,Close enough to current winner for direct 301.,batch_1_internal_link_cleanup_and_404_mapping,0.895
https://bitcoininfonews.com/xrp-could-be-the-hidden-beneficiary-of-fednow-expansion/,https://bitcoininfonews.com/xrp-hidden-beneficiary-fednow-expansion/,,,Close enough to current winner for direct 301.,batch_1_internal_link_cleanup_and_404_mapping,0.833
https://bitcoininfonews.com/xrp-debate-returns-david-schwartz-clarifies-value-dynamics/,https://bitcoininfonews.com/xrp-debate-david-schwartz-clarifies-value-dynamics/,,,Close enough to current winner for direct 301.,batch_1_internal_link_cleanup_and_404_mapping,0.885
https://bitcoininfonews.com/xrp-derivatives-market-shrinks-78-from-peak/,https://bitcoininfonews.com/xrp-derivatives-market-shrinks-by-78-from-octobers-peak/,,,Very close slug variant to current winner.,batch_1_internal_link_cleanup_and_404_mapping,0.933
https://bitcoininfonews.com/xrp-gains-strength-as-exchange-reserves-drop-1-40-in-focus/,https://bitcoininfonews.com/xrp-gains-strength-exchange-reserves-drop-1-40-focus/,,,Very close slug variant to current winner.,batch_1_internal_link_cleanup_and_404_mapping,0.989
https://bitcoininfonews.com/xrp-ledger-active-addresses-drop-41-santiment/,https://bitcoininfonews.com/xrp-ledger-active-addresses-down-41-santiment/,,,Close enough to current winner for direct 301.,batch_1_internal_link_cleanup_and_404_mapping,0.845
https://bitcoininfonews.com/xrp-ledger-stops-spoofing-botnets-on-xrp-rlusd-pair/,https://bitcoininfonews.com/xrp-ledger-stops-spoofing-botnets-xrp-rlusd-pair/,,,Very close slug variant to current winner.,batch_1_internal_link_cleanup_and_404_mapping,0.994
https://bitcoininfonews.com/xrp-price-falls-ripple-sec-settlement/,https://bitcoininfonews.com/xrp-price-falters-ripple-sec-settlement/,,,Close enough to current winner for direct 301.,batch_1_internal_link_cleanup_and_404_mapping,0.820
https://bitcoininfonews.com/xrp-price-prediction-whale-scoops-20m-coins-1-27-1-35-in-focus/,https://bitcoininfonews.com/xrp-price-prediction-whale-scoops-20m-coins-1-27-1-35-levels-light-up/,,,Close enough to current winner for direct 301.,batch_1_internal_link_cleanup_and_404_mapping,0.859
https://bitcoininfonews.com/xrp-slips-4-as-selling-pressure-builds-despite-etf-inflows/,https://bitcoininfonews.com/xrp-slips-4-selling-pressure-builds-despite-etf-inflows/,,,Very close slug variant to current winner.,batch_1_internal_link_cleanup_and_404_mapping,0.995
https://bitcoininfonews.com/xrp-spot-etf-data-released-1-billion-xrp-target/,https://bitcoininfonews.com/xrp-spot-etf-data-1-billion-xrp-target/,,,Close enough to current winner for direct 301.,batch_1_internal_link_cleanup_and_404_mapping,0.879
https://bitcoininfonews.com/xrps-next-move-price-structure-and-the-regulatory-catalyst-ahead/,https://bitcoininfonews.com/xrps-next-move-price-structure-regulatory-catalyst/,,,Close enough to current winner for direct 301.,batch_1_internal_link_cleanup_and_404_mapping,0.875
https://bitcoininfonews.com/zoomex-launches-150000-btc-airdrop-campaign-for-new-users/,https://bitcoininfonews.com/zoomex-launches-150000-btc-airdrop-campaign/,,,Close enough to current winner for direct 301.,batch_1_internal_link_cleanup_and_404_mapping,0.858
