cluster,url,slug,title,matched_rule,gsc_clicks,gsc_impressions,lookup_status,lookup_result,lookup_note,post_id,post_status,post_date,post_link,trash_status,trash_result,trash_note
BlockDAG,https://bitcoininfonews.com/blockdags-250-referral-bonus-and-376m-presale-outshine-stellar-and-sui/,blockdags-250-referral-bonus-and-376m-presale-outshine-stellar-and-sui,BlockDAG’s $250 Referral Bonus and $376M Presale Outshine Stellar and Sui,brand_blockdag|phrase_presale|phrase_bonus,0,0,200,found,,22938,publish,2025-08-20T02:00:00,https://bitcoininfonews.com/blockdags-250-referral-bonus-and-376m-presale-outshine-stellar-and-sui/,200,trashed,trash
BlockDAG,https://bitcoininfonews.com/blockdags-255m-presale-leads-as-shib-holds-and-sui-eyes-5-30/,blockdags-255m-presale-leads-as-shib-holds-and-sui-eyes-5-30,BlockDAG’s $255M Presale Leads as SHIB Holds and SUI Eyes $5.30,brand_blockdag|phrase_presale,0,0,200,found,,13753,publish,2025-05-18T06:00:00,https://bitcoininfonews.com/blockdags-255m-presale-leads-as-shib-holds-and-sui-eyes-5-30/,200,trashed,trash
BlockDAG,https://bitcoininfonews.com/blockdags-3025-surge-signals-a-good-crypto-to-buy-now/,blockdags-3025-surge-signals-a-good-crypto-to-buy-now,"BlockDAG’s 3,025% Surge Signals a Good Crypto to Buy Now",brand_blockdag|phrase_buy_now,0,0,200,found,,19965,publish,2025-07-23T16:00:00,https://bitcoininfonews.com/blockdags-3025-surge-signals-a-good-crypto-to-buy-now/,200,trashed,trash
BlockDAG,https://bitcoininfonews.com/blockdags-3325m-presale-arbitrums-robinhood-rise-injectives-goals-in-focus/,blockdags-3325m-presale-arbitrums-robinhood-rise-injectives-goals-in-focus,"BlockDAG’s $332.5M Presale, Arbitrum’s Robinhood Rise & Injective’s Goals In Focus",brand_blockdag|phrase_presale,0,0,200,found,,18928,publish,2025-07-09T00:00:00,https://bitcoininfonews.com/blockdags-3325m-presale-arbitrums-robinhood-rise-injectives-goals-in-focus/,200,trashed,trash
BlockDAG,https://bitcoininfonews.com/blockdags-335m-presale-shib-30-rally-sui-reacts-to-supply-shift/,blockdags-335m-presale-shib-30-rally-sui-reacts-to-supply-shift,"BlockDAG’s $335M Presale, SHIB 30% Rally, SUI Reacts to Supply Shift",brand_blockdag|phrase_presale,0,0,200,found,,19061,publish,2025-07-10T19:00:00,https://bitcoininfonews.com/blockdags-335m-presale-shib-30-rally-sui-reacts-to-supply-shift/,200,trashed,trash
BlockDAG,https://bitcoininfonews.com/blockdags-3385m-presale-beats-pepe-20x-bnb-2025-outlook/,blockdags-3385m-presale-beats-pepe-20x-bnb-2025-outlook,BlockDAG’s $338.5M Presale Beats PEPE 20x & BNB 2025 Outlook,brand_blockdag|phrase_presale,0,0,200,found,,19333,publish,2025-07-15T00:00:00,https://bitcoininfonews.com/blockdags-3385m-presale-beats-pepe-20x-bnb-2025-outlook/,200,trashed,trash
BlockDAG,https://bitcoininfonews.com/blockdags-348m-presale-builds-as-ondo-eyes-232-and-kaspa-stays-above-009/,blockdags-348m-presale-builds-as-ondo-eyes-232-and-kaspa-stays-above-009,BlockDAG’s $348M Presale Builds as ONDO Eyes $2.32 and Kaspa Stays Above $0.09,brand_blockdag|phrase_presale,0,0,200,found,,19907,publish,2025-07-22T21:00:00,https://bitcoininfonews.com/blockdags-348m-presale-builds-as-ondo-eyes-232-and-kaspa-stays-above-009/,200,trashed,trash
BlockDAG,https://bitcoininfonews.com/blockdags-348m-presale-live-x10-miner-demo-eclipse-little-pepe-coin-buzz/,blockdags-348m-presale-live-x10-miner-demo-eclipse-little-pepe-coin-buzz,BlockDAG’s $348M Presale & Live X10 Miner Demo Eclipse Little Pepe Coin Buzz,brand_blockdag|brand_little_pepe|phrase_presale,0,0,200,found,,19896,publish,2025-07-22T17:00:00,https://bitcoininfonews.com/blockdags-348m-presale-live-x10-miner-demo-eclipse-little-pepe-coin-buzz/,200,trashed,trash
BlockDAG,https://bitcoininfonews.com/blockdags-363m-presale-pushes-ahead-of-sui-link-in-trending-crypto-news/,blockdags-363m-presale-pushes-ahead-of-sui-link-in-trending-crypto-news,BlockDAG’s $363M Presale Pushes Ahead of Sui & LINK in Trending Crypto News,brand_blockdag|phrase_presale,0,0,200,found,,21283,publish,2025-08-06T05:00:00,https://bitcoininfonews.com/blockdags-363m-presale-pushes-ahead-of-sui-link-in-trending-crypto-news/,200,trashed,trash
BlockDAG,https://bitcoininfonews.com/blockdags-374-5m-presale-and-dashboard-v4-put-it-ahead-of-hyperliquid-fee-surge-and-sei-breakout/,blockdags-374-5m-presale-and-dashboard-v4-put-it-ahead-of-hyperliquid-fee-surge-and-sei-breakout,BlockDAG’s $374.5M Presale and Dashboard V4 Put It Ahead of Hyperliquid Fee Surge and SEI Breakout,brand_blockdag|phrase_presale,0,0,200,found,,22605,publish,2025-08-17T10:00:00,https://bitcoininfonews.com/blockdags-374-5m-presale-and-dashboard-v4-put-it-ahead-of-hyperliquid-fee-surge-and-sei-breakout/,200,trashed,trash
BlockDAG,https://bitcoininfonews.com/blockdags-374-5m-presale-buyer-battles-put-it-ahead-of-the-ondo-price-surge-xrp-price-outlook/,blockdags-374-5m-presale-buyer-battles-put-it-ahead-of-the-ondo-price-surge-xrp-price-outlook,BlockDAG’s $374.5M Presale & Buyer Battles Put It Ahead of the Ondo Price Surge & XRP Price Outlook,brand_blockdag|phrase_presale|phrase_hard_sell,0,0,200,found,,22570,publish,2025-08-16T16:00:00,https://bitcoininfonews.com/blockdags-374-5m-presale-buyer-battles-put-it-ahead-of-the-ondo-price-surge-xrp-price-outlook/,200,trashed,trash
BlockDAG,https://bitcoininfonews.com/blockdags-375m-presale-upstages-pudgy-penguins-and-okb-in-explosive-crypto-market-shift/,blockdags-375m-presale-upstages-pudgy-penguins-and-okb-in-explosive-crypto-market-shift,BlockDAG’s $375M Presale Upstages Pudgy Penguins and OKB in Explosive Crypto Market Shift,brand_blockdag|phrase_presale,0,0,200,found,,22444,publish,2025-08-15T21:00:00,https://bitcoininfonews.com/blockdags-375m-presale-upstages-pudgy-penguins-and-okb-in-explosive-crypto-market-shift/,200,trashed,trash
BlockDAG,https://bitcoininfonews.com/blockdags-3765m-presale-strategy-positions-it-as-the-best-crypto-to-watch-in-2025/,blockdags-3765m-presale-strategy-positions-it-as-the-best-crypto-to-watch-in-2025,BlockDAG’s $376.5M Presale Strategy Positions It as the Best Crypto to Watch in 2025,brand_blockdag|phrase_presale,0,0,200,found,,22952,publish,2025-08-20T08:00:00,https://bitcoininfonews.com/blockdags-3765m-presale-strategy-positions-it-as-the-best-crypto-to-watch-in-2025/,200,trashed,trash
BlockDAG,https://bitcoininfonews.com/blockdags-379m-presale-20-target-put-it-ahead-of-uni-stellar-for-higher-returns/,blockdags-379m-presale-20-target-put-it-ahead-of-uni-stellar-for-higher-returns,BlockDAG’s $379M Presale & $20 Target Put It Ahead of UNI & Stellar for Higher Returns,brand_blockdag|phrase_presale,0,0,200,found,,23183,publish,2025-08-22T03:00:00,https://bitcoininfonews.com/blockdags-379m-presale-20-target-put-it-ahead-of-uni-stellar-for-higher-returns/,200,trashed,trash
BlockDAG,https://bitcoininfonews.com/blockdags-381m-presale-20-listings-and-19350-miners-sold-while-ondo-and-solana-show-strength/,blockdags-381m-presale-20-listings-and-19350-miners-sold-while-ondo-and-solana-show-strength,"BlockDAG’s $381M Presale, 20 Listings, and 19,350 Miners Sold While Ondo and Solana Show Strength",brand_blockdag|phrase_presale,0,0,200,found,,23487,publish,2025-08-25T07:00:00,https://bitcoininfonews.com/blockdags-381m-presale-20-listings-and-19350-miners-sold-while-ondo-and-solana-show-strength/,200,trashed,trash
BlockDAG,https://bitcoininfonews.com/blockdags-385m-presale-beats-trx-gains-shib-whale-buzz/,blockdags-385m-presale-beats-trx-gains-shib-whale-buzz,BlockDAG’s $385M Presale Beats TRX Gains & SHIB Whale Buzz,brand_blockdag|phrase_presale,0,0,200,found,,23870,publish,2025-08-27T21:00:00,https://bitcoininfonews.com/blockdags-385m-presale-beats-trx-gains-shib-whale-buzz/,200,trashed,trash
BlockDAG,https://bitcoininfonews.com/blockdags-386m-presale-surge-outshines-xrp-rally-avax-etf-buzz/,blockdags-386m-presale-surge-outshines-xrp-rally-avax-etf-buzz,BlockDAG’s $386M Presale Surge Outshines XRP Rally & AVAX ETF Buzz,brand_blockdag|phrase_presale,0,0,200,found,,24011,publish,2025-08-29T02:00:00,https://bitcoininfonews.com/blockdags-386m-presale-surge-outshines-xrp-rally-avax-etf-buzz/,200,trashed,trash
BlockDAG,https://bitcoininfonews.com/blockdags-387m-presale-beats-bitcoin-swift-and-blockchainfx/,blockdags-387m-presale-beats-bitcoin-swift-and-blockchainfx,BlockDAG’s $387M Presale Beats Bitcoin Swift and BlockchainFX,brand_blockdag|phrase_presale,0,0,200,found,,24220,publish,2025-08-31T07:00:00,https://bitcoininfonews.com/blockdags-387m-presale-beats-bitcoin-swift-and-blockchainfx/,200,trashed,trash
BlockDAG,https://bitcoininfonews.com/blockdags-388m-presale-vs-remittixs-21-3m-raise-which-crypto-has-the-real-edge/,blockdags-388m-presale-vs-remittixs-21-3m-raise-which-crypto-has-the-real-edge,BlockDAG’s $388M Presale vs Remittix’s $21.3M Raise: Which Crypto Has the Real Edge?,brand_blockdag|phrase_presale,0,0,200,found,,24273,publish,2025-08-31T18:00:00,https://bitcoininfonews.com/blockdags-388m-presale-vs-remittixs-21-3m-raise-which-crypto-has-the-real-edge/,200,trashed,trash
BlockDAG,https://bitcoininfonews.com/blockdags-400x-roi-0-000125-entry-goes-viral-while-trump-coin-sui-hold-steady/,blockdags-400x-roi-0-000125-entry-goes-viral-while-trump-coin-sui-hold-steady,BlockDAG’s 400x ROI & $0.000125 Entry Goes Viral While Trump Coin & Sui Hold Steady,brand_blockdag|phrase_roi,0,0,200,found,,34250,publish,2026-02-23T03:00:00,https://bitcoininfonews.com/blockdags-400x-roi-0-000125-entry-goes-viral-while-trump-coin-sui-hold-steady/,200,trashed,trash
BlockDAG,https://bitcoininfonews.com/blockdags-420m-presale-and-alpine-f1-deal-put-it-among-top-crypto-gainers/,blockdags-420m-presale-and-alpine-f1-deal-put-it-among-top-crypto-gainers,BlockDAG’s $420M Presale and Alpine F1® Deal Put It Among Top Crypto Gainers,brand_blockdag|phrase_presale,0,0,200,found,,26637,publish,2025-10-02T06:00:00,https://bitcoininfonews.com/blockdags-420m-presale-and-alpine-f1-deal-put-it-among-top-crypto-gainers/,200,trashed,trash
BlockDAG,https://bitcoininfonews.com/blockdags-425m-presale-tge-airdrop-rewards-live-testnet-progress-leaves-nexchains-ai-buzz-behind/,blockdags-425m-presale-tge-airdrop-rewards-live-testnet-progress-leaves-nexchains-ai-buzz-behind,"BlockDAG’s $425M+ Presale, TGE Airdrop Rewards, & Live Testnet Progress Leaves NexChain’s AI Buzz Behind",brand_blockdag|phrase_presale,0,0,200,found,,27820,publish,2025-10-21T03:00:00,https://bitcoininfonews.com/blockdags-425m-presale-tge-airdrop-rewards-live-testnet-progress-leaves-nexchains-ai-buzz-behind/,200,trashed,trash
BlockDAG,https://bitcoininfonews.com/blockdags-430m-presale-builds-toward-genesis-day-as-cardano-fet-eye-q4-rebounds/,blockdags-430m-presale-builds-toward-genesis-day-as-cardano-fet-eye-q4-rebounds,BlockDAG’s $430M Presale Builds Toward Genesis Day as Cardano & FET Eye Q4 Rebounds,brand_blockdag|phrase_presale,0,0,200,found,,28778,publish,2025-10-29T05:00:00,https://bitcoininfonews.com/blockdags-430m-presale-builds-toward-genesis-day-as-cardano-fet-eye-q4-rebounds/,200,trashed,trash
BlockDAG,https://bitcoininfonews.com/blockdags-430m-presale-surges-ahead-of-binance-ama-while-ada-doge-fight-for-momentum/,blockdags-430m-presale-surges-ahead-of-binance-ama-while-ada-doge-fight-for-momentum,"BlockDAG’s $430M+ Presale Surges Ahead of Binance AMA, While ADA & DOGE Fight for Momentum!",brand_blockdag|phrase_presale,0,0,200,found,,28176,publish,2025-10-23T12:00:00,https://bitcoininfonews.com/blockdags-430m-presale-surges-ahead-of-binance-ama-while-ada-doge-fight-for-momentum/,200,trashed,trash
BlockDAG,https://bitcoininfonews.com/blockdags-430m-presale-tge-code-20-listings-outshine-plasma-and-bnb-in-top-crypto-buys/,blockdags-430m-presale-tge-code-20-listings-outshine-plasma-and-bnb-in-top-crypto-buys,"BlockDAG’s $430M+ Presale, TGE Code & 20 Listings Outshine Plasma and BNB in Top Crypto Buys",brand_blockdag|phrase_presale,0,0,200,found,,27909,publish,2025-10-22T06:00:00,https://bitcoininfonews.com/blockdags-430m-presale-tge-code-20-listings-outshine-plasma-and-bnb-in-top-crypto-buys/,200,trashed,trash
BlockDAG,https://bitcoininfonews.com/blockdags-430m-tge-code-surge-and-alpine-f1-deal-put-it-ahead-of-worldcoin-and-xrp-as-the-best-crypto-to-buy-today/,blockdags-430m-tge-code-surge-and-alpine-f1-deal-put-it-ahead-of-worldcoin-and-xrp-as-the-best-crypto-to-buy-today,BlockDAG’s $430M TGE Code Surge and Alpine F1® Deal Put It Ahead of Worldcoin and XRP as the Best Crypto to Buy Today!,brand_blockdag|phrase_buy_now,0,0,200,found,,28081,publish,2025-10-22T21:00:00,https://bitcoininfonews.com/blockdags-430m-tge-code-surge-and-alpine-f1-deal-put-it-ahead-of-worldcoin-and-xrp-as-the-best-crypto-to-buy-today/,200,trashed,trash
BlockDAG,https://bitcoininfonews.com/blockdags-433m-presale-2940-roi-put-it-ahead-of-solana-xrp-chainlink-as-2025s-top-crypto-project/,blockdags-433m-presale-2940-roi-put-it-ahead-of-solana-xrp-chainlink-as-2025s-top-crypto-project,"BlockDAG’s $433M+ Presale & 2,940% ROI Put It Ahead of Solana, XRP, & Chainlink as 2025’s Top Crypto Project",brand_blockdag|phrase_presale|phrase_roi,0,0,200,found,,28782,publish,2025-10-29T07:00:00,https://bitcoininfonews.com/blockdags-433m-presale-2940-roi-put-it-ahead-of-solana-xrp-chainlink-as-2025s-top-crypto-project/,200,trashed,trash
BlockDAG,https://bitcoininfonews.com/blockdags-433m-presale-evm-integration-position-it-as-2025s-top-crypto-while-xrp-rises-fil-faces-market-challenges/,blockdags-433m-presale-evm-integration-position-it-as-2025s-top-crypto-while-xrp-rises-fil-faces-market-challenges,"BlockDAG's $433M+ Presale & EVM Integration Position It as 2025's Top Crypto, While XRP Rises & FIL Faces Market Challenges",brand_blockdag|phrase_presale,0,0,200,found,,28992,publish,2025-10-30T04:00:00,https://bitcoininfonews.com/blockdags-433m-presale-evm-integration-position-it-as-2025s-top-crypto-while-xrp-rises-fil-faces-market-challenges/,200,trashed,trash
BlockDAG,https://bitcoininfonews.com/blockdags-435m-presale-coinbase-kraken-leak-could-make-it-the-top-crypto-of-2025/,blockdags-435m-presale-coinbase-kraken-leak-could-make-it-the-top-crypto-of-2025,BlockDAG’s $435M Presale & Coinbase–Kraken Leak Could Make It the Top Crypto of 2025,brand_blockdag|phrase_presale,0,0,200,found,,29134,publish,2025-10-31T07:00:00,https://bitcoininfonews.com/blockdags-435m-presale-coinbase-kraken-leak-could-make-it-the-top-crypto-of-2025/,200,trashed,trash
BlockDAG,https://bitcoininfonews.com/blockdags-435m-presale-new-value-era-lead-in-q4-while-hbar-etf-boosts-institutions-zcash-faces-pullback/,blockdags-435m-presale-new-value-era-lead-in-q4-while-hbar-etf-boosts-institutions-zcash-faces-pullback,"BlockDAG’s $435M+ Presale & New Value Era Lead in Q4, While HBAR ETF Boosts Institutions & Zcash Faces Pullback",brand_blockdag|phrase_presale,0,0,200,found,,29785,publish,2025-11-11T04:00:00,https://bitcoininfonews.com/blockdags-435m-presale-new-value-era-lead-in-q4-while-hbar-etf-boosts-institutions-zcash-faces-pullback/,200,trashed,trash
BlockDAG,https://bitcoininfonews.com/blockdags-435m-presale-surges-as-link-tao-rally/,blockdags-435m-presale-surges-as-link-tao-rally,"BlockDAG’s $435M Presale Surges as LINK, TAO Rally",brand_blockdag|phrase_presale,0,0,200,found,,28971,publish,2025-10-29T18:00:00,https://bitcoininfonews.com/blockdags-435m-presale-surges-as-link-tao-rally/,200,trashed,trash
BlockDAG,https://bitcoininfonews.com/blockdags-600m-goal-special-0020-price-why-its-the-best-crypto-to-buy-now/,blockdags-600m-goal-special-0020-price-why-its-the-best-crypto-to-buy-now,"BlockDAG's $600M Goal & Special $0.0020 Price, Why It’s the Best Crypto to Buy Now",brand_blockdag|phrase_buy_now,0,0,200,found,,18054,publish,2025-06-24T17:00:00,https://bitcoininfonews.com/blockdags-600m-goal-special-0020-price-why-its-the-best-crypto-to-buy-now/,200,trashed,trash
BlockDAG,https://bitcoininfonews.com/blockdags-600m-presale-focuses-on-utility-builders-liquidity/,blockdags-600m-presale-focuses-on-utility-builders-liquidity,"BlockDAG’s $600M Presale Focuses on Utility, Builders & Liquidity",brand_blockdag|phrase_presale,0,0,200,found,,17812,publish,2025-06-21T01:00:00,https://bitcoininfonews.com/blockdags-600m-presale-focuses-on-utility-builders-liquidity/,200,trashed,trash
BlockDAG,https://bitcoininfonews.com/blockdags-600m-presale-sets-new-standard-as-sol-and-avax-look-back/,blockdags-600m-presale-sets-new-standard-as-sol-and-avax-look-back,BlockDAG’s $600M Presale Sets New Standard as SOL and AVAX Look Back,brand_blockdag|phrase_presale,0,0,200,found,,18257,publish,2025-06-28T05:00:00,https://bitcoininfonews.com/blockdags-600m-presale-sets-new-standard-as-sol-and-avax-look-back/,200,trashed,trash
BlockDAG,https://bitcoininfonews.com/blockdags-almost-400m-presale-and-dashboard-v4-outshine-suis-drop-and-litecoins-slow-growth/,blockdags-almost-400m-presale-and-dashboard-v4-outshine-suis-drop-and-litecoins-slow-growth,BlockDAG’s Almost $400M Presale and Dashboard V4 Outshine Sui’s Drop and Litecoin’s Slow Growth,brand_blockdag|phrase_presale,0,0,200,found,,24774,publish,2025-09-09T01:00:00,https://bitcoininfonews.com/blockdags-almost-400m-presale-and-dashboard-v4-outshine-suis-drop-and-litecoins-slow-growth/,200,trashed,trash
BlockDAG,https://bitcoininfonews.com/blockdags-buyer-battles-redefine-the-race-fresh-look-at-stellar-price-outlook-avax-trend/,blockdags-buyer-battles-redefine-the-race-fresh-look-at-stellar-price-outlook-avax-trend,BlockDAG’s $288.5M Presale Heats Up With Buyer Battles: Outpacing Stellar (XLM) & Avalanche (AVAX),brand_blockdag|phrase_presale|phrase_hard_sell,0,0,200,found,,16939,publish,2025-06-07T16:00:00,https://bitcoininfonews.com/blockdags-buyer-battles-redefine-the-race-fresh-look-at-stellar-price-outlook-avax-trend/,200,trashed,trash
BlockDAG,https://bitcoininfonews.com/blockdags-leaked-listings-433m-presale-signal-2025s-biggest-layer-1-launch-while-tao-gains-ai-boost-sol-holds-188/,blockdags-leaked-listings-433m-presale-signal-2025s-biggest-layer-1-launch-while-tao-gains-ai-boost-sol-holds-188,BlockDAG’s Leaked Listings & $433M+ Presale Signal 2025’s Biggest Layer-1 Launch While TAO Gains AI Boost & SOL Holds $188,brand_blockdag|phrase_presale,0,0,200,found,,29083,publish,2025-10-30T14:59:17,https://bitcoininfonews.com/blockdags-leaked-listings-433m-presale-signal-2025s-biggest-layer-1-launch-while-tao-gains-ai-boost-sol-holds-188/,200,trashed,trash
BlockDAG,https://bitcoininfonews.com/blockdags-mainnet-push-ethenas-defi-buzz-and-vechains-key-levels-make-the-battle-for-the-best-crypto-to-buy-now-heat-up/,blockdags-mainnet-push-ethenas-defi-buzz-and-vechains-key-levels-make-the-battle-for-the-best-crypto-to-buy-now-heat-up,"BlockDAG’s Mainnet Push, Ethena’s DeFi Buzz, and VeChain’s Key Levels Make the Battle for the Best Crypto to Buy Now Heat Up",brand_blockdag|phrase_buy_now,0,0,200,found,,27895,publish,2025-10-21T20:00:00,https://bitcoininfonews.com/blockdags-mainnet-push-ethenas-defi-buzz-and-vechains-key-levels-make-the-battle-for-the-best-crypto-to-buy-now-heat-up/,200,trashed,trash
BlockDAG,https://bitcoininfonews.com/blockdags-nearly-410m-presale-leaves-bnb-and-pi-behind/,blockdags-nearly-410m-presale-leaves-bnb-and-pi-behind,BlockDAG’s Nearly $410M Presale Leaves BNB and Pi Behind,brand_blockdag|phrase_presale,0,0,200,found,,25370,publish,2025-09-17T06:00:00,https://bitcoininfonews.com/blockdags-nearly-410m-presale-leaves-bnb-and-pi-behind/,200,trashed,trash
BlockDAG,https://bitcoininfonews.com/blockdags-nearly-410m-presale-outshines-bitcoin-hyper-lyno-ai/,blockdags-nearly-410m-presale-outshines-bitcoin-hyper-lyno-ai,BlockDAG’s Nearly $410M Presale Outshines Bitcoin Hyper & Lyno AI,brand_blockdag|brand_bitcoin_hyper|phrase_presale,0,0,200,found,,25833,publish,2025-09-21T21:00:00,https://bitcoininfonews.com/blockdags-nearly-410m-presale-outshines-bitcoin-hyper-lyno-ai/,200,trashed,trash
BlockDAG,https://bitcoininfonews.com/blockdags-presale-hits-317m-stellar-worldcoin-drop/,blockdags-presale-hits-317m-stellar-worldcoin-drop,"BlockDAG’s Presale Hits $317M, Stellar & Worldcoin Drop",brand_blockdag|phrase_presale,0,0,200,found,,17929,publish,2025-06-23T04:00:00,https://bitcoininfonews.com/blockdags-presale-hits-317m-stellar-worldcoin-drop/,200,trashed,trash
BlockDAG,https://bitcoininfonews.com/blockdags-presale-hits-336m-and-little-pepes-stage-3-presale-gains/,blockdags-presale-hits-336m-and-little-pepes-stage-3-presale-gains,BlockDAG’s Presale Hits $336M and Little Pepe’s Stage 3 Presale Gains,brand_blockdag|brand_little_pepe|phrase_presale,0,0,200,found,,19149,publish,2025-07-12T08:00:00,https://bitcoininfonews.com/blockdags-presale-hits-336m-and-little-pepes-stage-3-presale-gains/,200,trashed,trash
BlockDAG,https://bitcoininfonews.com/blockdags-presale-hits-337m-toncoin-ondo-turn-bullish/,blockdags-presale-hits-337m-toncoin-ondo-turn-bullish,BlockDAG’s Presale Hits $337M & Toncoin & ONDO Turn Bullish,brand_blockdag|phrase_presale,0,0,200,found,,19261,publish,2025-07-13T17:00:00,https://bitcoininfonews.com/blockdags-presale-hits-337m-toncoin-ondo-turn-bullish/,200,trashed,trash
BlockDAG,https://bitcoininfonews.com/blockdags-presale-hits-356m-0016-ends-august-11/,blockdags-presale-hits-356m-0016-ends-august-11,"BlockDAG’s Presale Hits $356M, $0.0016 Ends August 11",brand_blockdag|phrase_presale,0,0,200,found,,20705,publish,2025-08-01T05:00:00,https://bitcoininfonews.com/blockdags-presale-hits-356m-0016-ends-august-11/,200,trashed,trash
BlockDAG,https://bitcoininfonews.com/blockdags-presale-hits-410m-while-pi-stalls-and-pudgy-rallies/,blockdags-presale-hits-410m-while-pi-stalls-and-pudgy-rallies,"BlockDAG’s Presale Hits $410M, While Pi Stalls and Pudgy Rallies!",brand_blockdag|phrase_presale,0,0,200,found,,26056,publish,2025-09-25T08:00:00,https://bitcoininfonews.com/blockdags-presale-hits-410m-while-pi-stalls-and-pudgy-rallies/,200,trashed,trash
BlockDAG,https://bitcoininfonews.com/blockdags-presale-nears-end-kaspa-rises-pump-falls/,blockdags-presale-nears-end-kaspa-rises-pump-falls,"BlockDAG’s Presale Nears End, Kaspa Rises & PUMP Falls",brand_blockdag|phrase_presale,0,0,200,found,,20330,publish,2025-07-28T07:00:00,https://bitcoininfonews.com/blockdags-presale-nears-end-kaspa-rises-pump-falls/,200,trashed,trash
BlockDAG,https://bitcoininfonews.com/blockdags-presale-reaches-final-stage-with-312k-participants-binance-coin-drops-sui-loses-momentum/,blockdags-presale-reaches-final-stage-with-312k-participants-binance-coin-drops-sui-loses-momentum,BlockDAG's Presale Reaches Final Stage With 312K Participants! Binance Coin Drops & SUI Loses Momentum,brand_blockdag|phrase_presale,0,0,200,found,,31930,publish,2026-01-08T07:00:00,https://bitcoininfonews.com/blockdags-presale-reaches-final-stage-with-312k-participants-binance-coin-drops-sui-loses-momentum/,200,trashed,trash
BlockDAG,https://bitcoininfonews.com/blockdags-referral-program-revealed-why-its-the-best-crypto-to-buy-now-in-2025/,blockdags-referral-program-revealed-why-its-the-best-crypto-to-buy-now-in-2025,BlockDAG’s Referral Program Revealed: Why It’s the Best Crypto to Buy Now in 2025,brand_blockdag|phrase_buy_now,0,0,200,found,,12303,publish,2025-05-09T01:00:00,https://bitcoininfonews.com/blockdags-referral-program-revealed-why-its-the-best-crypto-to-buy-now-in-2025/,200,trashed,trash
BlockDAG,https://bitcoininfonews.com/blockdags-roi-sports-deals-and-no-vesting-access/,blockdags-roi-sports-deals-and-no-vesting-access,"BlockDAG’s ROI, Sports Deals, and No Vesting Access",brand_blockdag|phrase_roi,0,0,200,found,,19835,publish,2025-07-22T04:00:00,https://bitcoininfonews.com/blockdags-roi-sports-deals-and-no-vesting-access/,200,trashed,trash
BlockDAG,https://bitcoininfonews.com/blockdags-sports-deals-could-fuel-a-major-2025-bull-run-crypto-presale-insights/,blockdags-sports-deals-could-fuel-a-major-2025-bull-run-crypto-presale-insights,BlockDAG’s Sports Deals Could Fuel a Major 2025 Bull Run | Crypto Presale Insights,brand_blockdag|phrase_presale,0,0,200,found,,22599,publish,2025-08-17T05:00:00,https://bitcoininfonews.com/blockdags-sports-deals-could-fuel-a-major-2025-bull-run-crypto-presale-insights/,200,trashed,trash
BlockDAG,https://bitcoininfonews.com/blockdags-testnet-launch-highlights-1625-roi-can-ada-catch-up/,blockdags-testnet-launch-highlights-1625-roi-can-ada-catch-up,"BlockDAG’s Testnet Launch Highlights 1,625% ROI: Can ADA Catch Up?",brand_blockdag|phrase_roi,0,0,200,found,,20049,publish,2025-07-25T09:00:00,https://bitcoininfonews.com/blockdags-testnet-launch-highlights-1625-roi-can-ada-catch-up/,200,trashed,trash
BlockDAG,https://bitcoininfonews.com/blockdags-value-era-begins-buyers-favour-bdag-over-shibs-hype-solanas-volatility-as-presale-crosses-435m/,blockdags-value-era-begins-buyers-favour-bdag-over-shibs-hype-solanas-volatility-as-presale-crosses-435m,BlockDAG’s Value Era Begins! Buyers Favour BDAG Over SHIB’s Hype & Solana’s Volatility as Presale Crosses $435M+!,brand_blockdag|phrase_presale,0,0,200,found,,29228,publish,2025-11-01T03:00:00,https://bitcoininfonews.com/blockdags-value-era-begins-buyers-favour-bdag-over-shibs-hype-solanas-volatility-as-presale-crosses-435m/,200,trashed,trash
BlockDAG,https://bitcoininfonews.com/blockdags-x1-app-crosses-25-million-users-driving-373m-presale-in-batch-29/,blockdags-x1-app-crosses-25-million-users-driving-373m-presale-in-batch-29,"BlockDAG’s X1 App Crosses 2.5 Million Users, Driving $373M Presale in Batch 29",brand_blockdag|phrase_presale,0,0,200,found,,22136,publish,2025-08-13T19:00:00,https://bitcoininfonews.com/blockdags-x1-app-crosses-25-million-users-driving-373m-presale-in-batch-29/,200,trashed,trash
BlockDAG,https://bitcoininfonews.com/bnb-and-uniswap-face-challenges-while-blockdag-nears-420m-presale-confirms-20-listings/,bnb-and-uniswap-face-challenges-while-blockdag-nears-420m-presale-confirms-20-listings,BNB and Uniswap Face Challenges While BlockDAG Nears $420M Presale Confirms 20 Listings,brand_blockdag|phrase_presale,0,0,200,found,,26697,publish,2025-10-02T19:00:00,https://bitcoininfonews.com/bnb-and-uniswap-face-challenges-while-blockdag-nears-420m-presale-confirms-20-listings/,200,trashed,trash
