row_num,id,confidence,matched_entity,url,title,rest_status_before,delete_http,delete_result_status,rest_status_after,error
271,21678,high,blockdag,https://theccpress.com/blockdag-price-of-0-0018-expires-soon-pushing-presale-beyond-312m/,"BlockDAG Price of $0.0018 Expires Soon, pushing presale beyond $312M",trash,skip,already_trash,trash,
272,21314,high,blockdag,https://theccpress.com/fet-price-surge-vs-xrp-sideways-move-vs-blockdags-2678-roi-potential/,"FET Price Surge vs XRP Sideways Move vs BlockDAG’s 2,678% ROI Potential",publish,200,trash,trash,
273,21312,high,blockdag,https://theccpress.com/top-cryptos-to-watch-now-blockdag-xrp-near-and-bnb-are-heating-up/,"Top Cryptos to Watch Now: BlockDAG, XRP, NEAR, and BNB Are Heating Up",trash,skip,already_trash,trash,
274,21171,high,blockdag,https://theccpress.com/blockdags-presale-heats-up-plus-3-more-of-the-best-altcoins-to-watch-for-2025/,"BlockDAG’s Presale Heats Up, Plus 3 More of the Best Altcoins to Watch For 2025",publish,200,trash,trash,
275,21059,high,blockdag,https://theccpress.com/4-best-cryptos-to-buy-blockdag-leads-with-302-5m-ethereum-xrp-dogecoin-rally/,"4 Best Cryptos to Buy: BlockDAG Leads With $302.5M, Ethereum, XRP & Dogecoin Rally",publish,410,,trash,
276,21051,high,qubetics,https://theccpress.com/top-cryptos-to-join-now-qubetics-final-presale-surge-cardanos-innovation-leap-and-gatetokens-market-expansion-in-2025/,"Top Cryptos to Join Now: Qubetics’ Final Presale Surge, Cardano’s Innovation Leap, and GateToken’s Market Expansion in 2025",publish,200,trash,trash,
277,21036,high,blockdag,https://theccpress.com/top-crypto-coins-for-2025-blockdag-toncoin-arbitrum-ondo/,"Top Crypto Coins for 2025: BlockDAG, Toncoin, Arbitrum & Ondo",trash,skip,already_trash,trash,
278,21034,high,blockdag,https://theccpress.com/top-cryptos-to-buy-now-blockdag-security-audit-tron-market-sentiment-chainlink-price-potential/,"Top Cryptos to Buy Now: BlockDAG Security Audit, Tron Market Sentiment & Chainlink Price Potential",publish,200,trash,trash,
279,21032,high,blockdag,https://theccpress.com/best-crypto-to-buy-in-2025-blockdag-polkadot-bittensor-solana/,"Best Crypto to Buy in 2025: BlockDAG, Polkadot, Bittensor, Solana",publish,410,,trash,
280,21030,high,blockdag,https://theccpress.com/blockdags-presale-hits-303m-pi-faces-pressure-aave-seeks-28-gains/,"BlockDAG’s Presale Hits $303M, Pi Faces Pressure & AAVE Seeks 28% Gains",publish,200,trash,trash,
281,20915,high,blockdag,https://theccpress.com/next-altcoin-to-explode-blockdag-dot-xmr-and-pepe/,"Next Altcoin to Explode: BlockDAG, DOT, XMR, and PEPE",trash,skip,already_trash,trash,
282,20917,high,qubetics,https://theccpress.com/qubetics-chainlink-and-vechain-are-among-the-best-cryptos-to-join-for-long-term-in-2025/,Qubetics Chainlink and VeChain Are Among the Best Cryptos to Join for Long Term in 2025,publish,200,trash,trash,
283,20888,high,blockdag,https://theccpress.com/blockdag-crosses-299m-in-presale-funding-as-1-5m-users-join-x1-app-and-1-26m-in-buyer-battle-prizes-claimed/,BlockDAG Crosses $299M in Presale Funding as 1.5M Users Join X1 App and $1.26M in Buyer Battle Prizes Claimed,publish,410,,trash,
284,20768,high,blockdag,https://theccpress.com/top-performing-crypto-today-blockdag-ada-tia-atom-stand-out/,"Top Performing Crypto Today: BlockDAG, ADA, TIA & ATOM Stand Out",publish,200,trash,trash,
285,20766,high,blockdag,https://theccpress.com/best-crypto-to-buy-now-2025-blockdag-avalanche-sei-filecoin/,"Best Crypto to Buy Now 2025: BlockDAG, Avalanche, SEI, Filecoin",publish,410,,trash,
286,20738,high,blockdag,https://theccpress.com/top-crypto-coins-to-watch-in-june-2025-blockdag-cosmos-celestia-injective-and-sonic-gear-up-for-growth/,"Top Crypto Coins to Watch in June 2025: BlockDAG, Cosmos, Celestia, Injective, and Sonic Gear Up for Growth",publish,200,trash,trash,
287,20624,high,blockdag,https://theccpress.com/4-top-altcoins-right-now-blockdags-294-3m-presale-beats-doge-sol-sui/,"4 Top Altcoins Right Now: BlockDAG’s $294.3M Presale Beats DOGE, SOL & SUI",publish,410,,trash,
288,20620,high,blockdag,https://theccpress.com/blockdags-nba-tease-drives-presale-to-294-3m-avalanche-climbs-8-sui-breaks-out/,"BlockDAG’s NBA Tease Drives Presale to $294.3M! Avalanche Climbs 8%, SUI Breaks Out",publish,200,trash,trash,
289,20539,high,blockdag,https://theccpress.com/best-crypto-icos-in-2025-blockdag-subbd-solaxy-best-wallet-are-heating-up/,"Best Crypto ICOs in 2025: BlockDAG, SUBBD, Solaxy, & Best Wallet Are Heating Up",trash,skip,already_trash,trash,
290,20402,high,unstaked,https://theccpress.com/xrp-bearish-trend-grows-ondo-steady-at-0-80-is-unstaked-the-next-1000x-coin/,"XRP Bearish Trend Grows, ONDO Steady at $0.80; Is Unstaked the Next 1000x Coin?",publish,200,trash,trash,
291,20400,high,blockdag,https://theccpress.com/top-crypto-projects-of-2025-blockdag-avax-dot-near-stand-out/,"Top Crypto Projects of 2025: BlockDAG, AVAX, DOT, & NEAR Stand Out",trash,skip,already_trash,trash,
292,20259,high,blockdag,https://theccpress.com/best-crypto-platform-in-2025-blockdag-hyperliquid-cardano-binance-coin-compared/,"Best Crypto Platform in 2025: BlockDAG, Hyperliquid, Cardano, & Binance Coin Compared",publish,200,trash,trash,
293,20122,high,qubetics,https://theccpress.com/qubetics-maker-and-flare-reshape-crypto-utility-best-crypto-investment-picks-for-2025/,"Qubetics, Maker, and Flare Reshape Crypto Utility—Best Crypto Investment Picks for 2025",publish,410,,trash,
294,20120,high,qubetics,https://theccpress.com/best-crypto-to-buy-this-week-qubetics-eyes-15-surge-while-filecoin-and-polkadot-maintain-key-momentum/,Best Crypto to Buy This Week? Qubetics Eyes $15 Surge While Filecoin and Polkadot Maintain Key Momentum,publish,200,trash,trash,
295,20116,high,qubetics,https://theccpress.com/qubetics-hyperliquid-and-bitcoin-cash-among-the-best-crypto-to-invest-in-june-2025/,Qubetics Hyperliquid and Bitcoin Cash Among the Best Crypto to Invest in June 2025,publish,410,,trash,
296,20110,high,blockdag,https://theccpress.com/blockdags-presale-hits-289m-doge-avax-show-strength/,"BlockDAG’s Presale Hits $289M, DOGE & AVAX Show Strength",publish,200,trash,trash,
297,20108,high,blockdag,https://theccpress.com/best-crypto-coins-for-2025-blockdag-cardano-near-and-aptos-make-the-cut-in-june/,"Best Crypto Coins for 2025: BlockDAG, Cardano, NEAR, and Aptos Make the Cut in June",publish,410,,trash,
298,20106,high,blockdag,https://theccpress.com/cardano-at-0-69-sui-at-3-25-but-blockdags-double-up-looks-like-the-next-big-crypto-rocket/,"Cardano at $0.69, SUI at $3.25, but BlockDAG’s Double-Up Looks Like the Next Big Crypto Rocket",publish,200,trash,trash,
299,20114,high,qubetics,https://theccpress.com/qubetics-chainlink-and-pi-listed-among-the-top-cryptos-to-join-this-week-for-real-utility-and-early-stage-access/,Qubetics Chainlink and Pi Listed Among the Top Cryptos to Join This Week for Real Utility and Early-Stage Access,publish,410,,trash,
300,19966,high,qubetics,https://theccpress.com/qubetics-presale-surges-past-17-7m-okb-expands-defi-reach-and-vechain-eyes-sustainability-boost-in-2025/,"Qubetics Presale Surges Past $17.7M, OKB Expands DeFi Reach, and VeChain Eyes Sustainability Boost in 2025",publish,200,trash,trash,
301,19960,high,blockdag,https://theccpress.com/best-crypto-to-invest-in-long-term-comparing-litecoin-polkadot-blockdag/,"Best Crypto to Invest in Long Term: Comparing Litecoin, Polkadot & BlockDAG",trash,skip,already_trash,trash,
302,19964,high,qubetics,https://theccpress.com/qubetics-presale-outpaces-litecoin-and-bitget-best-crypto-presale-to-join-in-may-2025/,Qubetics Presale Outpaces Litecoin and Bitget—Best Crypto Presale to Join in May 2025,publish,200,trash,trash,
303,19892,high,blockdag,https://theccpress.com/most-popular-crypto-coins-today-blockdag-hyperliquid-aptos-hedera/,"Most Popular Crypto Coins Today: BlockDAG, Hyperliquid, Aptos, & Hedera",trash,skip,already_trash,trash,
304,19886,high,unstaked,https://theccpress.com/unstaked-unlocks-27x-roi-while-eth-ton-flash-potentail-rallies/,"Unstaked Unlocks 27x ROI, While ETH & TON Flash Potentail Rallies",publish,200,trash,trash,
305,19746,high,web3 ai,https://theccpress.com/shiba-inu-shib-price-behaviour-hints-at-volatility-while-web3-ai-shows-1747-roi-potential/,"Shiba Inu (SHIB) Price Behaviour Hints at Volatility, While Web3 ai Shows 1747% ROI Potential",trash,skip,already_trash,trash,
306,19744,high,unstaked,https://theccpress.com/ethereum-price-trends-pepe-builds-hype-unstakeds-presale-nears-10m/,"Ethereum Price Trends, PEPE Builds Hype, & Unstaked’s Presale Nears $10M",publish,200,trash,trash,
307,19622,high,blockdag,https://theccpress.com/blockdag-and-monero-lead-top-crypto-gainers-heres-what-you-need-to-know/,BlockDAG and Monero Lead Top Crypto Gainers – Here’s What You Need to Know,trash,skip,already_trash,trash,
308,19620,high,unstaked,https://theccpress.com/insights-on-unstakeds-presale-growth-plus-hbar-doge-price-trends/,"Insights on Unstaked’s Presale Growth, plus HBAR & DOGE Price Trends",publish,200,trash,trash,
309,19488,high,unstaked,https://theccpress.com/4-best-cryptos-to-buy-now-unstaked-filecoin-litecoin-toncoin/,"4 Best Cryptos to Buy Now: Unstaked, Filecoin, Litecoin, & Toncoin",publish,410,,trash,
310,19486,high,unstaked,https://theccpress.com/best-crypto-to-buy-in-2025-unstaked-solana-xrp-aptos/,"Best Crypto to Buy in 2025: Unstaked, Solana, XRP, Aptos",publish,200,trash,trash,
311,19480,high,web3 ai,https://theccpress.com/web3-ais-presale-surges-om-hits-0-5-xlm-holds-at-0-29/,"Web3 ai’s Presale Surges, OM Hits $0.5 & XLM Holds at $0.29",trash,skip,already_trash,trash,
312,19478,high,unstaked,https://theccpress.com/hyperliquid-hype-market-outlook-breaks-records-dogwifhat-wif-price-action-surges-but-unstakeds-2700-roi-presale-steals-the-spotlight/,"Hyperliquid (HYPE) Market Outlook Breaks Records, Dogwifhat (WIF) Price Action Surges, But Unstaked’s 2,700% ROI Presale Steals the Spotlight",publish,200,trash,trash,
313,19345,high,blockdag,https://theccpress.com/pepe-pumps-hbar-stalls-blockdag-nears-300m-and-leads-the-charge-as-2025s-top-crypto-project/,"PEPE Pumps, HBAR Stalls, BlockDAG Nears $300M and Leads the Charge as 2025’s Top Crypto Project",trash,skip,already_trash,trash,
314,19337,high,unstaked,https://theccpress.com/apt-and-kas-rally-but-unstakeds-8-5m-presale-signals-2025-shift/,"APT and KAS Rally, but Unstaked’s $8.5M Presale Signals 2025 Shift",publish,200,trash,trash,
315,19334,high,web3 ai,https://theccpress.com/pi-signals-a-breakout-cardano-eyes-0-80-web3-ai-shows-1747-roi/,"Pi Signals a Breakout, Cardano Eyes $0.80 & Web3 ai Shows 1,747% ROI",publish,410,,trash,
316,19341,high,blockdag,https://theccpress.com/blockdag-presale-hits-281m-at-0-0018-with-0-05-target-price/,BlockDAG Presale Hits $281M at $0.0018 With $0.05 Target Price,publish,200,trash,trash,
317,19339,high,blockdag,https://theccpress.com/blockdag-presale-frenzy-could-this-be-the-top-crypto-right-now-at-0-0018/,BlockDAG Presale Frenzy: Could This Be the Top Crypto Right Now at $0.0018?,trash,skip,already_trash,trash,
318,19199,high,qubetics,https://theccpress.com/qubetics-rising-momentum-stacks-privacy-strength-and-cronos-scalability-top-cryptos-for-massive-growth-insights-for-2025/,"Qubetics’ Rising Momentum, Stacks Privacy Strength, and Cronos Scalability: Top Cryptos for Massive Growth Insights for 2025",publish,200,trash,trash,
319,19187,high,unstaked,https://theccpress.com/eth-and-xrp-capture-attention-but-unstakeds-8-3m-presale-might-be-the-real-winner-of-2025/,"ETH and XRP Capture Attention, But Unstaked’s $8.3M Presale Might Be the Real Winner of 2025!",publish,410,,trash,
320,19185,high,web3 ai,https://theccpress.com/best-altcoins-to-buy-now-web3-ais-cross-chain-ai-tools-lead-the-way/,Best Altcoins to Buy Now: Web3 ai’s Cross-Chain AI Tools Lead the Way,publish,200,trash,trash,
321,19053,high,qubetics,https://theccpress.com/top-crypto-coins-to-buy-now-qubetics-vechain-aptos-gaining-major-traction-in-2025/,"Top Crypto Coins to Buy Now: Qubetics, VeChain & Aptos Gaining Major Traction in 2025",publish,410,,trash,
322,19049,high,unstaked,https://theccpress.com/monero-faces-bearish-indicators-sui-shows-strength-unstaked-hits-8m-in-presale/,"Monero Faces Bearish Indicators, Sui Shows Strength; Unstaked Hits $8M in Presale!",publish,200,trash,trash,
323,19051,high,qubetics,https://theccpress.com/ethereum-stellar-and-qubetics-could-be-the-next-big-crypto-as-policy-shapes-the-market/,Ethereum Stellar and Qubetics Could Be the Next Big Crypto as Policy Shapes the Market,trash,skip,already_trash,trash,
324,18908,high,qubetics,https://theccpress.com/fidelity-etf-outflows-shake-market-qubetics-aptos-and-maker-rank-as-top-cryptos-to-hold-for-short-term/,"Fidelity ETF Outflows Shake Market—Qubetics, Aptos, and Maker Rank as Top Cryptos to Hold for Short Term",publish,200,trash,trash,
325,18904,high,blockdag,https://theccpress.com/blockdag-outshines-tron-hype-with-276m-presale-and-big-potential-in-2025/,BlockDAG Outshines Tron & HYPE with $276M Presale and big Potential in 2025,publish,410,,trash,
326,18906,high,qubetics,https://theccpress.com/qubetics-cardano-and-cronos-surge-in-may-2025-17-5m-raised-in-the-best-crypto-presale-to-join-in-may-2025/,"Qubetics, Cardano, and Cronos Surge in May 2025 – $17.5M Raised in the Best Crypto Presale to Join in May 2025",publish,200,trash,trash,
327,18769,high,qubetics,https://theccpress.com/qubetics-hedera-sui-next-big-crypto-17-5m-raised-6-52-sui-surge-1-39-hbar-jump/,"Qubetics, Hedera, SUI Next Big Crypto: $17.5M Raised, 6.52% SUI Surge, 1.39% HBAR Jump",trash,skip,already_trash,trash,
328,18767,high,unstaked,https://theccpress.com/ltc-turns-bearish-sol-stalls-unstaked-signals-huge-roi-potential/,"LTC Turns Bearish, SOL Stalls, & Unstaked Signals Huge ROI Potential",publish,200,trash,trash,
329,18761,high,wai,https://theccpress.com/777k-giveaway-0345x-potential-wai-is-the-top-crypto-for-2025-over-pepe-and-eth/,"$777K Giveaway & 0,345x Potential? WAI is the Top Crypto for 2025 Over Pepe and ETH",trash,skip,already_trash,trash,
330,18604,high,blockdag,https://theccpress.com/blockdag-emerges-as-2025s-top-crypto-as-kaspa-and-render-rise/,BlockDAG Emerges as 2025’s Top Crypto as Kaspa and Render Rise,publish,200,trash,trash,
331,18600,high,blockdag,https://theccpress.com/final-48-hour-offer-blockdag-hits-272m-as-highest-potential-crypto-of-2025/,Final 48-Hour Offer: BlockDAG Hits $272M as Highest Potential Crypto of 2025,publish,410,,trash,
332,18533,high,qubetics,https://theccpress.com/sui-2030-forecast-qubetics-presale/,Sui Forecasts $9.08 by 2030 Amid Qubetics Presale Activity,publish,200,trash,trash,
333,18458,high,unstaked,https://theccpress.com/unstaked-vs-ethereum-and-chainlink-a-28x-roi-opportunity-for-2025/,Unstaked vs Ethereum and Chainlink: A 28x ROI Opportunity for 2025!,publish,410,,trash,
334,18456,high,blockdag,https://theccpress.com/top-crypto-projects-in-2025-blockdag-ethereum-trumpcoin-and-arbitrum/,"Top Crypto Projects in 2025: BlockDAG, Ethereum, TrumpCoin, and Arbitrum",publish,200,trash,trash,
335,18454,high,web3 ai,https://theccpress.com/top-crypto-to-buy-in-2025-web3-ai-xrp-solana-and-tron-deliver-real-value/,"Top Crypto to Buy in 2025: Web3 ai, XRP, Solana, and Tron Deliver Real Value",publish,410,,trash,
336,18452,high,web3 ai,https://theccpress.com/web3-ai-at-0-000383-competes-with-tao-and-sui-to-be-the-next-1000x-breakout-crypto/,Web3 ai at $0.000383 Competes with TAO and SUI to Be the Next 1000x Breakout Crypto,publish,200,trash,trash,
337,18448,high,blockdag,https://theccpress.com/blockdags-4x-offer-wraps-in-2-days-hbar-eyes-0-12-hype-hits-39/,"BlockDAG’s 4X Offer Wraps in 2 Days! HBAR Eyes $0.12, HYPE Hits $39",trash,skip,already_trash,trash,
338,18446,high,blockdag,https://theccpress.com/blockdag-leads-crypto-gains-with-269m-raised-sui-eyes-5-5x-surge-bnb-maintains-600/,"BlockDAG Leads Crypto Gains with $269M Raised, SUI Eyes 5.5x Surge, BNB Maintains $600+",publish,200,trash,trash,
339,18463,high,btfd,https://theccpress.com/act-fast-to-snag-the-best-100x-crypto-btfds-presale-in-final-hours-4000-in-480k-out-doge-whales-fuel-bonk-hype/,"Act Fast to Snag the Best 100x Crypto: BTFD’s Presale in Final Hours—$4000 In, $480K Out? DOGE Whales Fuel Bonk Hype",publish,410,,trash,
340,18460,high,btfd,https://theccpress.com/btfds-presale-ends-tonight-with-12x-dreams-tomorrow-is-it-the-next-crypto-to-explode-like-pengu-and-melania/,BTFD’s Presale Ends Tonight (With 12X Dreams Tomorrow)—Is It the Next Crypto to Explode Like PENGU and MELANIA?,publish,200,trash,trash,
341,18413,high,web3 ai,https://theccpress.com/stellar-holds-at-0-12-sui-faces-pressure-web3-ai-unlocks-17474-roi/,Web3 ai Drops $777K Giveaway to Reward Early Birds! Stellar Holds at $0.12 & SUI Faces Pressure,publish,410,,trash,
342,18405,high,blockdag,https://theccpress.com/best-crypto-coins-to-buy-2025-blockdag-stellar-aptos/,"Best Crypto Coins to Buy 2025: BlockDAG, Stellar, Aptos, Chainlink",publish,200,trash,trash,
343,18355,high,btfd,https://theccpress.com/top-new-meme-coins-to-invest-in-this-month-btfds-bulls-squad-roars-as-loud-as-brett-and-popcat-11900-roi/,Top New Meme Coins to Invest in This Month: BTFD’s Bulls Squad Roars as Loud as Brett and Popcat—11900% ROI?,publish,410,,trash,
344,18290,high,qubetics,https://theccpress.com/qubetics-aptos-and-hype-lead-the-best-altcoins-to-invest-in-today-amid-market-surge/,"Qubetics, Aptos, and HYPE Lead the Best Altcoins to Invest in Today Amid Market Surge",publish,200,trash,trash,
345,18286,high,qubetics,https://theccpress.com/chainlink-crypto-prediction-2030-will-link-hit-156-as-qubetics-eyes-100x-growth/,Chainlink Crypto Prediction 2030: Will LINK Hit $156 as Qubetics Eyes 100x Growth?,publish,410,,trash,
346,18270,high,blockdag,https://theccpress.com/5-best-presale-coins-to-buy-in-2025-blockdag-unstaked-web3-ai-more-gaining-major-traction/,"5 Best Presale Coins to Buy in 2025: BlockDAG, Unstaked, Web3 ai & More Gaining Major Traction",publish,200,trash,trash,
347,18294,high,btfd,https://theccpress.com/will-you-miss-btfds-best-meme-coin-presale-to-buy-now-with-300-bonus-and-11900-roi-as-dogecoin-and-pengus-chill-vibes-stay/,Will You Miss BTFD’s Best Meme Coin Presale to Buy Now with 300% Bonus and 11900% ROI as Dogecoin and PENGU’s Chill Vibes Stay,publish,410,,trash,
348,18284,high,qubetics,https://theccpress.com/qubetics-chainlink-sui-top-cryptos-to-invest-in-this-week-2025-analysis/,"Qubetics, Chainlink & SUI: Top Cryptos to Invest in This Week – 2025 Analysis",publish,200,trash,trash,
349,18129,high,qubetics,https://theccpress.com/qubetics-leads-the-top-crypto-presale-rankings-as-cardano-and-near-rebuild-momentum/,Qubetics Leads the Top Crypto Presale Rankings as Cardano and Near Rebuild Momentum,publish,410,,trash,
350,18127,high,qubetics,https://theccpress.com/best-cryptos-for-beginners-qubetics-leads-with-utility-while-bittensor-and-toncoin-cement-value/,"Best Cryptos for Beginners: Qubetics Leads with Utility, While Bittensor and Toncoin Cement Value",publish,200,trash,trash,
351,18121,high,wai,https://theccpress.com/wai-offers-1747-roi-as-sol-targets-200-and-doge-eyes-500-gains/,$WAI Offers 1747% ROI as SOL Targets $200 and DOGE Eyes 500% Gains,trash,skip,already_trash,trash,
352,18119,high,unstaked,https://theccpress.com/whales-back-unstaked-as-7m-presale-beats-avax-and-stellar-gains/,Whales Back Unstaked as $7M Presale Beats AVAX and Stellar Gains,publish,200,trash,trash,
353,18115,high,blockdag,https://theccpress.com/xrp-holds-at-2-36-aave-builds-blockdags-5000x-target-grabs-focus/,"XRP Holds at $2.36, AAVE Builds, & BlockDAG’s 5,000x Target Grabs Focus",trash,skip,already_trash,trash,
354,18113,high,blockdag,https://theccpress.com/blockdag-dominates-as-a-top-crypto-with-5000x-potential-while-bnb-avax-trail/,"BlockDAG Dominates as a Top Crypto With 5,000x Potential, While BNB & AVAX Trail",publish,200,trash,trash,
355,18109,high,blockdag,https://theccpress.com/xrp-holds-aave-climbs-while-blockdag-holders-eye-5000x-gains/,"XRP Holds & AAVE Climbs While BlockDAG Holders Eye 5,000x Gains",publish,410,,trash,
356,18125,high,qubetics,https://theccpress.com/near-protocol-was-missed-by-many-at-ico-qubetics-is-now-ranked-as-the-best-crypto-presale-to-join/,"Near Protocol Was Missed by Many at ICO, Qubetics Is Now Ranked as the Best Crypto Presale to Join",publish,200,trash,trash,
357,17961,high,blockdag,https://theccpress.com/best-long-term-crypto-watch-blockdags-double-bdag-offer-uni-doge-price-moves/,Best Long-Term Crypto Watch: BlockDAG’s Double BDAG Offer + UNI & DOGE Price Moves,publish,410,,trash,
358,17976,high,btfd,https://theccpress.com/why-btfd-apu-and-2-more-are-the-best-meme-coins-to-invest-in-now-final-presale-hours-final-chance-for-1100-roi/,"Why BTFD, APU, and 2 More Are the Best Meme Coins to Invest in Now—Final Presale Hours = Final Chance for 1100% ROI",publish,200,trash,trash,
359,17814,high,btfd,https://theccpress.com/btfd-presale-pays-90-apy-and-200-bonus-before-it-ends-on-may-26-best-meme-coin-to-buy-today-as-doges-up-and-shibs-hot/,BTFD Presale Pays 90% APY and 200% Bonus Before it Ends on May 26—Best Meme Coin to Buy Today as DOGE’s Up and SHIB’s Hot,trash,skip,already_trash,trash,
360,17812,high,qubetics,https://theccpress.com/next-big-crypto-surge-how-qubetics-theta-and-bnb-are-shaping-blockchain-innovation-in-2025/,"Next Big Crypto Surge: How Qubetics, Theta, and BNB Are Shaping Blockchain Innovation in 2025",publish,200,trash,trash,
361,17808,high,web3 ai,https://theccpress.com/web3-ai-targets-1747-roi-shiba-eyes-breakout-cardano-futures-near-1b/,"Web3 ai Targets 1,747% ROI, SHIBA Eyes Breakout, Cardano Futures Near $1B",trash,skip,already_trash,trash,
362,17806,high,web3 ai,https://theccpress.com/top-crypto-for-the-future-web3-ai-wai-ethereum-eth-or-hedera-hbar/,"Top Crypto for the Future: Web3 ai (WAI), Ethereum (ETH), or Hedera (HBAR)?",publish,200,trash,trash,
363,17802,high,blockdag,https://theccpress.com/sui-and-bonk-gain-attention-but-blockdags-0-0020-entry-signals-the-next-big-crypto/,"SUI and Bonk Gain Attention, But BlockDAG’s $0.0020 Entry Signals the Next Big Crypto",publish,410,,trash,
364,17799,high,unstaked,https://theccpress.com/best-crypto-for-higher-returns-in-2025-unstaked-chainlink-vechain-hbar/,"Best Crypto for Higher Returns in 2025: Unstaked, Chainlink, VeChain & HBAR",publish,200,trash,trash,
365,17789,high,unstaked,https://theccpress.com/reviewing-eth-and-ada-gains-as-unstakeds-6-5m-presale-builds-the-future-of-web3/,Reviewing ETH and ADA Gains As Unstaked’s $6.5M Presale Builds the Future of Web3,trash,skip,already_trash,trash,
366,17748,high,blockdag,https://theccpress.com/top-5-highest-potential-crypto-picks-for-2025-blockdag-ethereum-solana-xrp-litecoin/,"5 Highest Potential Crypto Picks for 2025: BlockDAG, Ethereum, Solana, XRP & Litecoin ",publish,200,trash,trash,
367,17661,high,qubetics,https://theccpress.com/cardano-price-prediction-2026-sees-ada-at-0-798-as-qubetics-presale-hits-17-1m-and-offers-5284-roi/,Cardano Price Prediction 2026 Sees ADA at $0.798 as Qubetics Presale Hits $17.1M and Offers 5284% ROI,publish,410,,trash,
368,17651,high,blockdag,https://theccpress.com/blockdag-vs-ondo-bnb-which-is-the-top-crypto-coin-for-2025/,BlockDAG vs ONDO & BNB: Which is the Top Crypto Coin for 2025?,publish,200,trash,trash,
369,17649,high,blockdag,https://theccpress.com/blockdag-vs-top-cryptos-crypto-to-explode-in-2025/,BlockDAG vs Top Cryptos: Crypto to Explode in 2025,trash,skip,already_trash,trash,
370,17810,high,qubetics,https://theccpress.com/qubetics-okb-and-pi-emerge-as-the-best-cryptos-to-join-for-long-term-as-bitcoin-eyes-160k/,"Qubetics, OKB, and Pi Emerge as the Best Cryptos to Join for Long Term as Bitcoin Eyes $160K",publish,200,trash,trash,
371,17659,high,qubetics,https://theccpress.com/best-crypto-for-beginners-2025-qubetics-theta-cardano-explained/,"Best Crypto for Beginners 2025: Qubetics, Theta, Cardano Explained",publish,410,,trash,
372,17513,high,troller cat,https://theccpress.com/best-100x-crypto-troller-cat-bonk-peanut-the-squirrel-solanas-90-surge-potential/,"Best 100x Crypto: Troller Cat, Bonk, Peanut the Squirrel & Solana’s 90% Surge Potential",publish,200,trash,trash,
373,17511,high,comedian,https://theccpress.com/9-best-cryptos-to-hold-for-long-term-comedian-fartcoin-and-a-presale-roaring-with-69-apy-on-staking/,"9 Best Cryptos to Hold for Long Term: Comedian, Fartcoin, and a Presale Roaring with 69% APY on Staking",trash,skip,already_trash,trash,
374,17509,high,btfd,https://theccpress.com/final-days-to-get-3x-btfd-bonus-90-apy-and-p2e-rewards-best-new-meme-coins-to-join-for-long-term-as-trump-and-chillguy-fizzle/,"Final Days to Get 3X BTFD Bonus, 90% APY, and P2E Rewards—Best New Meme Coins to Join for Long Term as TRUMP and CHILLGUY Fizzle",publish,200,trash,trash,
375,17505,high,unstaked,https://theccpress.com/unstakeds-presale-surges-sol-price-prediction-show-rally-avax-surges/,"Unstaked’s Presale Surges, SOL Price Prediction Show Rally, & AVAX Surges",publish,410,,trash,
376,17503,high,web3 ai,https://theccpress.com/web3-ai-xrp-pepe-which-one-takes-the-lead-as-the-best-long-term-crypto-investment/,"Web3 ai, XRP, & PEPE – Which One Takes the Lead as the Best Long Term Crypto Investment?",publish,200,trash,trash,
377,17499,high,blockdag,https://theccpress.com/blockdags-258m-presale-surges-as-shib-and-pepe-rally/,BlockDAG’s $258M Presale Surges as SHIB and PEPE Rally,trash,skip,already_trash,trash,
378,17395,high,web3 ai,https://theccpress.com/ethereum-vs-dogecoin-vs-web3-ai-which-one-is-the-best-crypto-investment-right-now/,Ethereum vs Dogecoin vs Web3 ai: Which One Is the Best Crypto Investment Right Now?,publish,200,trash,trash,
379,17393,high,web3 ai,https://theccpress.com/xrp-targets-10-toncoin-heads-for-4-40-but-web3-ais-1-forecast-may-make-it-the-best-crypto-to-invest-in/,"XRP Targets $10, Toncoin Heads for $4.40, But Web3 ai’s $1 Forecast May Make It the Best Crypto to Invest In",publish,410,,trash,
380,17336,high,qubetics,https://theccpress.com/best-crypto-for-beginners-qubetics-bitcoin-bnb-unveiled/,"Best Crypto for Beginners: Qubetics, Bitcoin & BNB Unveiled",publish,200,trash,trash,
381,17330,high,qubetics,https://theccpress.com/qubetics-okb-and-pi-gain-attention-as-the-best-cryptos-to-invest-in-today/,Qubetics OKB and Pi Gain Attention as the Best Cryptos to Invest in Today,trash,skip,already_trash,trash,
382,17300,high,blockdag,https://theccpress.com/blockdag-presale-climbs-as-eth-and-hbar-decline/,"HBAR Nears Key Level, ETH Cools Off, While BlockDAG’s $255M Presale Gains Attention in 2025 Outlook",publish,200,trash,trash,
383,17196,high,btfd,https://theccpress.com/turn-100-into-a-9k-empire-btfds-referral-program-explained-top-meme-coin-presale-to-buy-today-after-pengu/,Turn $100 Into a $9K Empire: BTFD’s Referral Program Explained—Top Meme Coin Presale to Buy Today After PENGU?,trash,skip,already_trash,trash,
